iter	Logloss
130	0.1897621822
131	0.1896661503
132	0.1895833707
133	0.1894908922
134	0.1894040482
135	0.189308155
136	0.1892234276
137	0.1891211501
138	0.1890624008
139	0.1890083336
140	0.1889196185
141	0.1888441936
142	0.1887777416
143	0.1886746106
144	0.188623571
145	0.1885676483
146	0.1885138528
147	0.1884718291
148	0.1884170369
149	0.1883547629
150	0.1882201388
151	0.188167868
152	0.1880962889
153	0.1880554156
154	0.188006866
155	0.1879466057
156	0.1878670023
157	0.1878164923
158	0.1877659954
159	0.1877017038
160	0.1876412134
161	0.187595491
162	0.187525766
163	0.187473257
164	0.1873665553
165	0.1873026151
166	0.1872432429
167	0.1871979372
168	0.1871243311
169	0.1870569157
170	0.1870249047
171	0.1869372392
172	0.1868834006
173	0.1868227931
174	0.1867780461
175	0.1867390804
176	0.1866639425
177	0.1866250264
178	0.1865907823
179	0.1865555525
180	0.1865077866
181	0.1864734305
182	0.1864435372
183	0.1863991917
184	0.1863488591
185	0.1863043869
186	0.1862582199
187	0.1862086222
188	0.1861737821
189	0.1860895849
190	0.1860365792
191	0.1859707811
192	0.1859176455
193	0.185896399
194	0.1858548432
195	0.1858159981
196	0.1857752669
197	0.1857430573
198	0.1856902751
199	0.1856366663
200	0.1855773603
201	0.1855343761
202	0.185483255
203	0.1854459931
204	0.1853887118
205	0.1853482837
206	0.1853103395
207	0.185284008
208	0.1852463979
209	0.1851991754
210	0.1851535163
211	0.1851127224
212	0.1850717848
213	0.1850277652
214	0.1849906188
215	0.184974263
216	0.1849012224
217	0.1848365082
218	0.184784865
219	0.1847351831
220	0.1846914727
221	0.1846448326
222	0.1846118756
223	0.1845925986
224	0.184547152
225	0.1845174938
226	0.1844850319
227	0.1844369116
228	0.1844001081
229	0.1843674537
230	0.1843240592
231	0.1842740122
232	0.1842291251
233	0.1841887618
234	0.1841541966
235	0.1841255663
236	0.184104033
237	0.1840648468
238	0.1840351288
239	0.1839941143
240	0.1839388451
241	0.1839203493
242	0.1838913198
243	0.1838545275
244	0.1838190241
245	0.1837896986
246	0.1837603027
247	0.183726102
248	0.1836976159
249	0.1836532689
250	0.1836122023
251	0.1835832694
252	0.183536109
253	0.1834873122
254	0.1834447603
255	0.1834058572
256	0.1833762286
257	0.1833001566
258	0.1832702496
259	0.1832399702
260	0.1831936256
261	0.1831575837
262	0.1831230007
263	0.1830788371
264	0.1830255884
265	0.1830042747
266	0.1829580904
267	0.1829289821
268	0.1829042281
269	0.1828823665
270	0.1828402973
271	0.1827896687
272	0.1827647509
273	0.1827240961
274	0.1826867759
275	0.182642148
276	0.1826224774
277	0.1825995405
278	0.1825712429
279	0.1825326951
280	0.182496648
281	0.1824821169
282	0.1824459417
283	0.1824265871
284	0.1824049491
285	0.1823868204
286	0.1823475712
287	0.1823231911
288	0.1822856061
289	0.1822497169
290	0.1822064529
291	0.1821747155
292	0.1821440158
293	0.1821182684
294	0.1820833815
295	0.1820553282
296	0.1820224373
297	0.1820096811
298	0.181960079
299	0.1819233049
300	0.1818878069
301	0.1818515943
302	0.1818147382
303	0.1817737511
304	0.1817570461
305	0.1817205067
306	0.1816845278
307	0.1816575923
308	0.1816276128
309	0.1816025571
310	0.1815669113
311	0.1815341352
312	0.1815150409
313	0.1814887846
314	0.1814640402
315	0.1814356268
316	0.1814126658
317	0.1813860944
318	0.1813528225
319	0.1813232171
320	0.1812902886
321	0.1812701787
322	0.1812384478
323	0.1812269284
324	0.1811904704
325	0.181163667
326	0.1811368603
327	0.1811177991
328	0.1810932468
329	0.1810676144
330	0.1810354593
331	0.1810048178
332	0.1809758413
333	0.1809350313
334	0.1808984551
335	0.1808678633
336	0.1808327614
337	0.1808006964
338	0.1807754625
339	0.1807497568
340	0.1807148781
341	0.1806920286
342	0.1806659256
343	0.1806480435
344	0.1806095479
345	0.1805864969
346	0.1805631376
347	0.1805359788
348	0.1805203056
349	0.1804959064
350	0.1804678692
351	0.1804385516
352	0.1804116476
353	0.1803772483
354	0.1803487651
355	0.180318365
356	0.1802972713
357	0.1802644928
358	0.1802430483
359	0.1802296516
360	0.1802120124
361	0.1801852406
362	0.1801581627
363	0.180124752
364	0.1801047867
365	0.1800922055
366	0.1800609589
367	0.1800392918
368	0.1800137573
369	0.1799888552
370	0.179971328
371	0.179947529
372	0.1799264577
373	0.1798983265
374	0.1798736786
375	0.1798555009
376	0.1798307421
377	0.1798085936
378	0.1797840137
379	0.1797657676
380	0.179744996
381	0.1797174249
382	0.1796926521
383	0.1796803017
384	0.1796555569
385	0.1796419762
386	0.1796168929
387	0.1795974984
388	0.1795712051
389	0.179546115
390	0.179530368
391	0.179506434
392	0.1794928725
393	0.1794621983
394	0.1794434574
395	0.1794246047
396	0.179403489
397	0.1793759379
398	0.1793608834
399	0.179341838
400	0.1793182165
401	0.1792998895
402	0.1792747479
403	0.1792496885
404	0.1792351713
405	0.1792059498
406	0.1791808699
407	0.179165258
408	0.1791483979
409	0.1791240149
410	0.1790961596
411	0.1790742506
412	0.1790596771
413	0.1790411888
414	0.1790154714
415	0.1789924796
416	0.1789700868
417	0.1789465743
418	0.178924449
419	0.1789033186
420	0.1788862678
421	0.1788606603
422	0.1788461346
423	0.1788211724
424	0.178799946
425	0.178776099
426	0.1787510755
427	0.1787267451
428	0.1787020096
429	0.1786879922
430	0.1786631422
431	0.1786480555
432	0.1786332306
433	0.1785921074
434	0.178568093
435	0.1785466019
436	0.1785338804
437	0.1785008166
438	0.1784644498
439	0.17845134
440	0.1784222432
441	0.1783945741
442	0.1783736962
443	0.1783527581
444	0.1783338085
445	0.178311091
446	0.1782903411
447	0.178262603
448	0.1782420636
449	0.178216843
450	0.1781827959
451	0.178161344
452	0.1781327517
453	0.178104872
454	0.1780824482
455	0.1780689612
456	0.1780574618
457	0.1780412383
458	0.1780210983
459	0.1780063422
460	0.1779771405
461	0.1779617911
462	0.1779369425
463	0.1779119067
464	0.1778877826
465	0.177868614
466	0.1778572879
467	0.1778440713
468	0.1778324524
469	0.177806605
470	0.1777758655
471	0.1777660464
472	0.177745934
473	0.1777223918
474	0.1777019744
475	0.1776806532
476	0.1776625435
477	0.1776466506
478	0.177634474
479	0.1776140385
480	0.1775993235
481	0.1775877751
482	0.1775680049
483	0.1775486822
484	0.1775384669
485	0.1775164543
486	0.1774777768
487	0.1774605848
488	0.1774439373
489	0.1774210382
490	0.1773997163
491	0.1773890733
492	0.1773731719
493	0.17735551
494	0.1773410577
495	0.1773216715
496	0.1772882675
497	0.1772671736
498	0.1772330188
499	0.1772163511
