iter	Logloss
459	0.3574458871
460	0.3573692851
461	0.3572135983
462	0.3570928192
463	0.3569895064
464	0.356869863
465	0.3566980867
466	0.3564776087
467	0.3564097272
468	0.3563102411
469	0.3561555874
470	0.3560741591
471	0.3558645605
472	0.3556206171
473	0.355505442
474	0.3553789895
475	0.3553067172
476	0.3550912883
477	0.3549335818
478	0.3548225943
479	0.3547313628
480	0.3545892482
481	0.3544471152
482	0.3542134215
483	0.35410611
484	0.3540347614
485	0.3538922626
486	0.3538007569
487	0.3536849684
488	0.3534957157
489	0.3533895745
490	0.3533067994
491	0.353155754
492	0.3530775815
493	0.3529878061
494	0.3528979941
495	0.3527446565
496	0.3526772356
497	0.3524766322
498	0.352264112
499	0.3521998862
500	0.3520015078
501	0.3518684944
502	0.3517723221
503	0.3516791824
504	0.3515174189
505	0.3514551076
506	0.3513207374
507	0.351205868
508	0.3510882676
509	0.3510172111
510	0.3508794192
511	0.3507372428
512	0.3506189897
513	0.3505345652
514	0.3504664709
515	0.3504190525
516	0.3503161994
517	0.3500360668
518	0.349843463
519	0.3496681775
520	0.3495265892
521	0.3493341296
522	0.3492796524
523	0.3492314608
524	0.3491217875
525	0.3489738325
526	0.3488748684
527	0.3486144591
528	0.3485308804
529	0.3484098611
530	0.3483070621
531	0.3481259258
532	0.3480404391
533	0.3479286675
534	0.3477480459
535	0.3476600442
536	0.3476056862
537	0.3475212603
538	0.3473690901
539	0.3472175857
540	0.3471027489
541	0.3470329036
542	0.3469208627
543	0.346794559
544	0.3466802144
545	0.3465523829
546	0.3464535393
547	0.3463202394
548	0.3461838085
549	0.3460760003
550	0.3459440274
551	0.3458706917
552	0.3456957531
553	0.3455864996
554	0.3454509576
555	0.3453228236
556	0.3451973274
557	0.3451433028
558	0.345027827
559	0.3449485408
560	0.3448186167
561	0.3447421251
562	0.3445919309
563	0.3445237434
564	0.3444346624
565	0.3443571814
566	0.3442299014
567	0.3441525918
568	0.3440760358
569	0.3439890095
570	0.3438133707
571	0.3436336144
572	0.3434726073
573	0.3433148854
574	0.3432306889
575	0.3431579907
576	0.3430409289
577	0.3429359058
578	0.3428575876
579	0.3427429192
580	0.3426453648
581	0.3425121115
582	0.342432606
583	0.3423382373
584	0.3422624383
585	0.3421348727
586	0.3420115237
587	0.3419356637
588	0.3418740702
589	0.3418091346
590	0.3416305352
591	0.3414375584
592	0.3413490604
593	0.3412613545
594	0.3411799367
595	0.3410291597
596	0.340898687
597	0.340773479
598	0.3406112767
599	0.3404549165
600	0.3403646447
601	0.3402586146
602	0.3401055884
603	0.3399875954
604	0.3398846653
605	0.3398068696
606	0.3396822579
607	0.3396046041
608	0.3394486565
609	0.3393653825
610	0.3391893209
611	0.3390416256
612	0.3388687323
613	0.3387591372
614	0.3386715156
615	0.3385737026
616	0.3384847246
617	0.3383034982
618	0.3381537128
619	0.3380448756
620	0.3379627348
621	0.3378015542
622	0.3377082253
623	0.3375783096
624	0.3374816454
625	0.3374569565
626	0.3373614367
627	0.3372035581
628	0.3371192142
629	0.3370443122
630	0.3368862358
631	0.336765392
632	0.3366041251
633	0.336484109
634	0.3363185483
635	0.3361960025
636	0.3360522713
637	0.3359035922
638	0.3357743784
639	0.3356141529
640	0.3354778152
641	0.3353869818
642	0.3352796055
643	0.3351300332
644	0.3350494771
645	0.3349250339
646	0.3348440307
647	0.3347626098
648	0.3346689018
649	0.3345276663
650	0.3343750921
651	0.3341782551
652	0.3340926167
653	0.3340174584
654	0.3338713313
655	0.3337074459
656	0.3336078424
657	0.3335235212
658	0.3333764423
659	0.3332456277
660	0.3331459619
661	0.3330806498
662	0.3329939435
663	0.3328765708
664	0.332803433
665	0.3327224721
666	0.3326552679
667	0.3325765619
668	0.3324271663
669	0.3323877249
670	0.332333814
671	0.3322201262
672	0.3321352774
673	0.3319882465
674	0.3318625224
675	0.3317765755
676	0.3316604164
677	0.3315705624
678	0.3314428086
679	0.3312886082
680	0.3310835604
681	0.3309456588
682	0.3308999772
683	0.330845264
684	0.3307296152
685	0.3306058769
686	0.3305243642
687	0.3304344154
688	0.3303611136
689	0.3302268987
690	0.3301188901
691	0.3299880347
692	0.3299057085
693	0.3297905745
694	0.329595893
695	0.3294666378
696	0.3294429905
697	0.3292905452
698	0.3291971797
699	0.3291664842
700	0.3290670244
701	0.3289684288
702	0.3289580729
703	0.3288457389
704	0.3287796501
705	0.3286322933
706	0.3285515344
707	0.3284127109
708	0.3283033415
709	0.3282355526
710	0.3280959494
711	0.3279466196
712	0.3278485661
713	0.3276925672
714	0.3276721498
715	0.3275481874
716	0.327458341
717	0.3273665791
718	0.3272954496
719	0.3271786959
720	0.327104537
721	0.3269779225
722	0.3268603134
723	0.3267456794
724	0.3266628434
725	0.326526402
726	0.3264259197
727	0.3262606947
728	0.3261953924
729	0.3261736631
730	0.3260831514
731	0.325995248
732	0.3258952963
733	0.3257826921
734	0.3256658196
735	0.3255339137
736	0.3254214887
737	0.3252933836
738	0.3251951018
739	0.3251378987
740	0.3250184679
741	0.3248918793
742	0.3247774054
743	0.3246730219
744	0.3246251548
745	0.3245422543
746	0.3244447896
747	0.3243251198
748	0.3242181657
749	0.3241239863
750	0.3240734842
751	0.323983282
752	0.3238557695
753	0.3237834581
754	0.3236518929
755	0.3235402406
756	0.3234295347
757	0.3233141513
758	0.3233000503
759	0.3231711693
760	0.3230455923
761	0.3229201987
762	0.3227737807
763	0.3226237488
764	0.3225964888
765	0.3225033858
766	0.3223901546
767	0.3222851037
768	0.3221457156
769	0.3220650379
770	0.3218412144
771	0.321788824
772	0.3216438069
773	0.3215521651
774	0.3214452946
775	0.3213399575
776	0.3212765767
777	0.3211826895
778	0.3211454349
779	0.3210445682
780	0.3209355432
781	0.3208465563
782	0.320790895
783	0.3207086487
784	0.3205953507
785	0.320501264
786	0.3203932569
787	0.3202619549
788	0.3201559895
789	0.3200445101
790	0.3199255113
791	0.319798251
792	0.3196775313
793	0.3195892818
794	0.3195272032
795	0.3194346651
796	0.3193095821
797	0.3192727294
798	0.3191892689
799	0.3190384302
800	0.3189307402
801	0.318888287
802	0.3187590834
803	0.3186684571
804	0.3185511669
805	0.3184817918
806	0.3183784413
807	0.3183124909
808	0.3182306791
809	0.3181040183
810	0.3180029319
811	0.317854083
812	0.3177665311
813	0.3177010919
814	0.3176316479
815	0.3175533804
816	0.3175272928
817	0.3174225448
818	0.3173287454
819	0.3172075114
820	0.317134088
821	0.3170442115
822	0.3169939575
823	0.3168834339
824	0.3168282074
825	0.3167357242
826	0.3165909153
827	0.3164771105
828	0.3164278221
829	0.3163474245
830	0.3162355028
831	0.3161348888
832	0.3160260581
833	0.3160077577
834	0.3159419501
835	0.3158113266
836	0.3157213201
837	0.3156116082
838	0.3155133831
839	0.3153714267
840	0.3153129738
841	0.3152337692
842	0.3151752514
843	0.3151043124
844	0.3150077688
845	0.3149296849
846	0.3148188112
847	0.3147731484
848	0.3146820063
849	0.3145651034
850	0.3144558064
851	0.3143866109
852	0.3143543984
853	0.3142443606
854	0.3141333359
855	0.3140665452
856	0.3139880257
857	0.3139594303
858	0.3139182929
859	0.3137951435
860	0.3137763338
861	0.3136719134
862	0.3136410284
863	0.3135811658
864	0.3134811567
865	0.3134086845
866	0.3133397728
867	0.3132278542
868	0.3131302658
869	0.3130302169
870	0.3129382207
871	0.3128357382
872	0.3127229426
873	0.3126806104
874	0.3125934024
875	0.3125015944
876	0.3124291426
877	0.3123350416
878	0.3123075572
879	0.3122159134
880	0.3121628528
881	0.3120078905
882	0.3119650575
883	0.311873605
884	0.3118349111
885	0.3117643364
886	0.3116882042
887	0.3116127698
888	0.3115244174
889	0.3114644792
890	0.3113995047
891	0.3113059218
892	0.3111931597
893	0.3110910541
894	0.3110330881
895	0.3109591625
896	0.310814413
897	0.3106755761
898	0.3106693418
899	0.3106181268
900	0.310533919
901	0.3104597671
902	0.3104308322
903	0.3103593582
904	0.3102109014
905	0.3101396171
906	0.310041866
907	0.309897297
908	0.3098190008
909	0.3097281248
910	0.3096330647
911	0.3095617628
912	0.3095075693
913	0.3094586484
914	0.3093810339
915	0.3092467396
916	0.3091470671
917	0.3091203869
918	0.3089879811
919	0.3088994014
920	0.3087508961
921	0.3086435837
922	0.3085561276
923	0.3085232051
924	0.3084702093
925	0.3083822282
926	0.308239536
927	0.3081278256
928	0.308042467
929	0.3079436312
930	0.3078357801
931	0.3077330536
932	0.3076760524
933	0.3075720942
934	0.3074974802
935	0.3074112161
936	0.3072877874
937	0.307173674
938	0.3070904403
939	0.3068825624
940	0.3068234291
941	0.3067719527
942	0.3066863378
943	0.3066456679
944	0.3065290834
945	0.3064844488
946	0.3063525782
947	0.3062515428
948	0.3061775382
949	0.306150535
950	0.3060380896
951	0.3059501223
952	0.3058959638
953	0.3058205629
954	0.3057214499
955	0.3056551229
956	0.3054636197
957	0.3053801333
958	0.3052858565
959	0.3051727625
960	0.3050881963
961	0.3050777042
962	0.3050274619
963	0.3049598297
964	0.3048592805
965	0.3047358745
966	0.3046463936
967	0.3045759603
968	0.304508177
969	0.3044749817
970	0.3043938232
971	0.3043335224
972	0.304204142
973	0.3041241471
974	0.3039982672
975	0.3039038289
976	0.3038447869
977	0.3037509243
978	0.3037025525
979	0.303614405
980	0.3035145475
981	0.3034466433
982	0.3034286445
983	0.3033630527
984	0.303310719
985	0.3032940694
986	0.3032155744
987	0.30310753
988	0.3030235341
989	0.3029181902
990	0.3027944105
991	0.3027160338
992	0.3026409974
993	0.3025632733
994	0.3024739463
995	0.3024525257
996	0.3023739164
997	0.3023067114
998	0.3021857023
999	0.3020994296
1000	0.3019972433
1001	0.3019498369
1002	0.3018612154
1003	0.3018053068
1004	0.3017282372
1005	0.301702169
1006	0.3016038498
1007	0.3014250764
1008	0.3013542846
1009	0.3012624635
1010	0.3012015484
1011	0.3011115865
1012	0.3010216484
1013	0.3009474976
1014	0.300932148
1015	0.3008937161
1016	0.3007709319
1017	0.3006463953
1018	0.3005605464
1019	0.3005041086
1020	0.3004344817
1021	0.3003574621
1022	0.300272217
1023	0.3002134618
1024	0.3001590507
1025	0.300136867
1026	0.3000715856
1027	0.3000238754
1028	0.2999461126
1029	0.2999338118
1030	0.2998369518
1031	0.2997258519
1032	0.2996244974
1033	0.2995882666
1034	0.2995369393
1035	0.2994402431
1036	0.2993771472
1037	0.2992799401
1038	0.2992074446
1039	0.2991413041
1040	0.2990532799
1041	0.2989300744
1042	0.2988700737
1043	0.2988096925
1044	0.2987198531
1045	0.298658018
1046	0.2986008758
1047	0.2985561611
1048	0.298477475
1049	0.2984075737
1050	0.2983696683
1051	0.2983000376
1052	0.2982596518
1053	0.298203506
1054	0.2981301011
1055	0.2980605049
1056	0.2979785144
1057	0.2979084742
1058	0.2978165948
1059	0.2977484979
1060	0.2976126198
1061	0.2975554796
1062	0.2974731191
1063	0.2973801367
1064	0.2972375367
1065	0.2971423789
1066	0.2970504415
1067	0.2969893288
1068	0.2968570941
1069	0.2967816544
1070	0.2967169897
1071	0.2965908943
1072	0.2964989114
1073	0.2964476982
1074	0.2964329588
1075	0.2963717688
1076	0.2962799589
1077	0.2962066212
1078	0.2961184037
1079	0.2960553812
1080	0.2960007355
1081	0.2959210763
1082	0.295851931
1083	0.2957584051
1084	0.295666394
1085	0.2956227051
1086	0.2954573387
1087	0.2953684295
1088	0.2953259498
1089	0.2952482486
1090	0.2952259523
1091	0.2951342957
1092	0.2950677948
1093	0.2950315694
1094	0.2949259193
1095	0.2948482194
1096	0.2947119981
1097	0.2946107703
1098	0.2945787748
1099	0.2945301155
1100	0.2944648259
1101	0.2943653936
1102	0.294331205
1103	0.2942603464
1104	0.2942013154
1105	0.2941182708
1106	0.2940474331
1107	0.2939640658
1108	0.2938759189
1109	0.2938020282
1110	0.2937396608
1111	0.2936230222
1112	0.2935365181
1113	0.2934628167
1114	0.2934182376
1115	0.2933600019
1116	0.2932959836
1117	0.2932213003
