iter	Passed	Remaining
535	316	1453
536	316	1451
537	316	1450
538	317	1449
539	317	1447
540	318	1445
541	318	1444
542	318	1442
543	319	1443
544	320	1442
545	320	1441
546	321	1442
547	322	1440
548	322	1439
549	322	1438
550	323	1436
551	323	1435
552	324	1433
553	324	1432
554	324	1431
555	325	1430
556	325	1428
557	326	1427
558	326	1426
559	327	1425
560	327	1424
561	328	1423
562	328	1422
563	328	1420
564	330	1422
565	330	1421
566	330	1419
567	331	1418
568	331	1417
569	332	1415
570	332	1414
571	332	1413
572	333	1412
573	333	1410
574	334	1409
575	334	1408
576	335	1407
577	335	1407
578	336	1406
579	336	1405
580	337	1404
581	337	1403
582	338	1401
583	338	1400
584	338	1399
585	339	1397
586	339	1396
587	340	1395
588	340	1393
589	340	1392
590	341	1391
591	341	1390
592	342	1388
593	342	1387
594	343	1386
595	343	1386
596	344	1385
597	344	1384
598	345	1382
599	345	1381
600	345	1380
601	346	1379
602	346	1377
603	347	1377
604	347	1376
605	348	1374
606	348	1373
607	348	1372
608	349	1371
609	349	1370
610	350	1368
611	350	1367
612	350	1366
613	351	1365
614	352	1365
615	353	1366
616	353	1365
617	353	1364
618	354	1363
619	354	1361
620	355	1360
621	355	1359
622	355	1358
623	356	1357
624	356	1355
625	357	1354
626	357	1353
627	358	1352
628	358	1351
629	358	1350
630	359	1349
631	360	1348
632	360	1348
633	361	1347
634	361	1346
635	361	1345
636	362	1343
637	362	1342
638	363	1341
639	363	1340
640	363	1339
641	364	1338
642	364	1337
643	365	1336
644	365	1336
645	366	1335
646	367	1335
647	368	1337
648	369	1339
649	370	1338
650	370	1337
651	371	1336
652	371	1335
653	372	1334
654	372	1333
655	372	1332
656	373	1331
657	373	1330
658	374	1329
659	374	1328
660	375	1327
661	375	1326
662	376	1325
663	376	1325
664	377	1324
665	377	1323
666	378	1322
667	378	1321
668	378	1319
669	379	1319
670	379	1318
671	380	1317
672	380	1316
673	381	1315
674	381	1314
675	382	1313
676	382	1312
677	382	1311
678	383	1310
679	384	1310
680	384	1309
681	385	1308
682	385	1307
683	385	1306
684	386	1306
685	386	1304
686	387	1303
687	387	1302
688	388	1301
689	388	1300
690	388	1299
691	389	1298
692	389	1297
693	390	1297
694	390	1296
695	391	1295
696	391	1294
697	392	1293
698	392	1292
699	393	1291
700	393	1290
701	394	1289
702	394	1288
703	394	1287
704	395	1286
705	395	1285
706	396	1284
707	396	1283
708	396	1282
709	397	1281
710	397	1280
711	398	1279
712	399	1280
713	399	1279
714	400	1279
715	400	1278
716	401	1277
717	402	1278
718	403	1280
719	403	1279
720	404	1277
721	404	1276
722	405	1276
723	405	1275
724	406	1274
725	406	1273
726	406	1272
727	407	1271
728	407	1270
729	408	1269
730	408	1268
731	409	1268
732	409	1267
733	410	1266
734	410	1265
735	411	1264
736	411	1263
737	411	1262
738	412	1261
739	412	1260
740	413	1259
741	413	1258
742	414	1258
743	414	1257
744	414	1256
745	415	1255
746	416	1254
747	417	1256
748	417	1255
749	418	1254
750	418	1253
751	419	1252
752	419	1251
753	419	1250
754	420	1249
755	420	1249
756	421	1248
757	421	1246
758	421	1245
759	422	1244
760	422	1243
761	423	1242
762	424	1244
763	424	1243
764	425	1242
765	425	1241
766	426	1240
767	427	1241
768	427	1240
769	427	1239
770	428	1238
771	428	1237
772	429	1236
773	429	1235
774	430	1235
775	431	1235
776	431	1234
777	432	1236
778	433	1235
779	433	1234
780	434	1233
781	434	1232
782	435	1231
783	435	1230
784	435	1229
785	436	1228
786	436	1227
787	437	1226
788	437	1225
789	437	1224
790	438	1224
791	438	1223
792	439	1222
793	439	1221
794	439	1220
795	440	1219
796	440	1218
797	441	1217
798	441	1216
799	442	1215
800	442	1214
801	442	1213
802	443	1213
803	443	1212
804	444	1212
805	445	1212
806	445	1211
807	446	1210
808	446	1209
809	446	1208
810	447	1207
811	448	1207
812	448	1206
813	449	1206
814	449	1205
815	449	1204
816	450	1203
817	450	1202
818	451	1201
819	451	1200
820	452	1199
821	452	1198
822	452	1197
823	453	1197
824	453	1196
825	454	1195
826	454	1194
827	454	1193
828	455	1192
829	456	1193
830	457	1193
831	457	1192
832	457	1191
833	458	1190
834	458	1189
835	459	1188
836	459	1187
837	459	1186
838	460	1185
839	461	1186
840	461	1185
841	462	1184
842	462	1184
843	463	1183
844	463	1182
845	463	1181
846	464	1180
847	465	1180
848	466	1181
849	466	1180
850	467	1179
851	467	1178
852	468	1179
853	468	1178
854	469	1177
855	469	1176
856	470	1176
857	470	1175
858	471	1174
859	471	1173
860	471	1172
861	472	1171
862	472	1170
863	473	1170
864	473	1169
865	474	1168
866	474	1167
867	475	1168
868	476	1168
869	476	1167
870	477	1166
871	477	1165
872	478	1164
873	478	1163
874	478	1162
875	479	1162
876	479	1161
877	480	1160
878	480	1159
879	481	1159
880	481	1158
881	482	1157
882	482	1157
883	483	1156
884	483	1155
885	483	1154
886	484	1153
887	484	1152
888	485	1152
889	485	1151
890	485	1150
891	486	1149
892	486	1148
893	487	1147
894	487	1146
895	488	1146
896	488	1145
897	489	1144
898	489	1143
899	489	1143
900	490	1142
901	490	1141
902	491	1140
903	491	1140
904	492	1139
905	493	1140
906	493	1139
907	494	1138
908	494	1137
909	495	1136
910	495	1136
911	495	1135
912	496	1134
913	497	1135
914	498	1135
915	498	1134
916	499	1133
917	499	1132
918	499	1131
919	500	1131
920	500	1130
921	501	1129
922	501	1128
923	501	1127
924	502	1126
925	502	1125
926	503	1124
927	503	1124
928	503	1123
929	504	1122
930	504	1122
931	505	1121
932	506	1122
933	507	1121
934	507	1120
935	507	1120
936	508	1119
937	508	1118
938	509	1117
939	509	1116
940	509	1115
941	510	1114
942	510	1114
943	511	1113
944	511	1112
945	512	1112
946	512	1111
947	513	1111
948	513	1110
949	514	1110
950	514	1109
951	515	1108
952	515	1107
953	516	1107
954	516	1106
955	517	1105
956	517	1104
957	517	1104
958	518	1103
959	518	1102
960	519	1101
961	519	1100
962	520	1100
963	520	1099
964	520	1098
965	521	1097
966	521	1097
967	522	1096
968	522	1095
969	523	1094
970	523	1093
971	523	1093
972	524	1092
973	524	1091
974	525	1090
975	525	1089
976	525	1088
977	526	1088
978	526	1087
979	527	1086
980	527	1085
981	527	1084
982	528	1083
983	528	1083
984	529	1082
985	529	1082
986	530	1082
987	531	1082
988	531	1081
989	532	1081
990	532	1080
991	533	1079
992	533	1079
993	534	1078
994	534	1077
995	535	1077
996	535	1076
997	536	1076
998	536	1075
999	537	1074
1000	538	1074
1001	538	1074
1002	539	1073
1003	539	1072
1004	539	1071
1005	540	1071
1006	540	1070
1007	541	1069
1008	541	1069
1009	542	1068
1010	542	1067
1011	543	1066
1012	543	1066
1013	544	1065
1014	544	1065
1015	545	1064
1016	545	1064
1017	546	1063
1018	546	1062
1019	547	1062
1020	547	1061
1021	548	1060
1022	548	1059
1023	548	1059
1024	549	1058
1025	549	1057
1026	550	1057
1027	550	1056
1028	551	1055
1029	551	1054
1030	552	1054
1031	552	1053
1032	553	1053
1033	553	1052
1034	554	1052
1035	554	1052
1036	555	1051
1037	555	1050
1038	556	1049
1039	557	1050
1040	557	1049
1041	558	1049
1042	558	1048
1043	559	1047
1044	559	1047
1045	560	1046
1046	561	1047
1047	562	1046
1048	562	1046
1049	562	1045
1050	563	1044
1051	563	1043
1052	564	1042
1053	564	1042
1054	564	1041
1055	565	1040
1056	565	1039
1057	566	1039
1058	566	1038
1059	566	1037
1060	567	1036
1061	567	1036
1062	568	1035
1063	568	1035
1064	569	1034
1065	569	1033
1066	570	1032
1067	570	1032
1068	570	1031
1069	571	1030
1070	571	1029
1071	572	1029
1072	572	1028
1073	573	1027
1074	573	1026
1075	573	1026
1076	574	1025
1077	574	1024
1078	575	1023
1079	575	1023
1080	575	1022
1081	576	1021
1082	576	1021
1083	577	1020
1084	577	1020
1085	579	1020
1086	579	1019
1087	579	1019
1088	580	1018
1089	580	1017
1090	581	1016
1091	581	1016
1092	581	1015
1093	582	1014
1094	582	1014
1095	583	1013
1096	583	1012
1097	584	1011
1098	584	1011
1099	585	1010
1100	585	1009
1101	586	1009
1102	587	1009
1103	587	1008
1104	587	1008
1105	588	1007
1106	588	1006
1107	589	1006
1108	589	1005
1109	590	1004
1110	590	1004
1111	590	1003
1112	591	1002
1113	591	1001
1114	592	1001
1115	592	1000
1116	593	1000
1117	593	999
1118	594	999
1119	594	998
1120	595	997
1121	595	996
1122	596	996
1123	596	995
1124	596	994
1125	597	994
1126	597	993
1127	598	992
1128	598	991
1129	598	991
1130	599	990
1131	599	989
1132	600	988
1133	600	988
1134	600	987
1135	601	986
1136	601	986
1137	602	985
1138	602	984
1139	603	983
1140	603	983
1141	603	982
1142	604	981
1143	604	981
1144	605	980
1145	605	979
1146	605	978
1147	606	978
1148	606	977
1149	607	976
1150	608	977
1151	608	976
1152	609	976
1153	609	975
1154	610	974
1155	610	974
1156	611	973
1157	612	974
1158	612	973
1159	613	972
1160	613	972
1161	614	971
1162	614	971
1163	615	970
1164	615	969
1165	616	969
1166	616	968
1167	616	967
1168	617	967
1169	617	966
1170	618	965
1171	618	965
1172	619	964
1173	619	963
1174	619	962
1175	620	962
1176	620	961
1177	621	960
1178	621	960
1179	622	959
1180	622	958
1181	622	958
1182	623	957
1183	623	956
1184	624	956
1185	624	955
1186	625	955
1187	625	954
1188	626	953
1189	626	953
1190	627	952
1191	627	951
1192	627	951
1193	628	950
1194	628	949
1195	629	949
1196	629	948
1197	630	947
1198	630	947
1199	631	947
1200	631	946
1201	632	945
1202	632	945
1203	633	944
1204	633	943
1205	634	943
1206	634	942
1207	635	942
1208	635	941
1209	636	941
1210	636	940
1211	636	939
1212	637	938
1213	637	938
1214	638	937
1215	638	936
1216	638	936
1217	639	935
1218	639	934
1219	640	934
1220	641	933
1221	641	933
1222	642	932
1223	642	932
1224	642	931
1225	643	930
1226	643	930
1227	644	929
1228	644	929
1229	645	928
1230	645	927
1231	645	927
1232	646	926
1233	646	925
1234	647	924
1235	647	924
1236	647	923
1237	648	922
1238	648	922
1239	649	921
1240	649	920
1241	650	920
1242	650	919
1243	651	919
1244	651	918
1245	651	917
1246	652	917
1247	652	916
1248	653	915
1249	653	914
1250	653	914
1251	654	913
1252	654	912
1253	655	912
1254	655	911
1255	656	910
1256	656	910
1257	656	909
1258	657	909
1259	658	908
1260	659	909
1261	659	908
1262	660	908
1263	660	907
1264	661	906
1265	661	906
1266	661	905
1267	662	904
1268	662	903
1269	663	903
1270	663	902
1271	664	902
1272	664	901
1273	664	900
1274	665	900
1275	665	899
1276	666	898
1277	666	898
1278	667	897
1279	667	897
1280	667	896
1281	668	895
1282	668	894
1283	669	894
1284	669	893
1285	670	893
1286	670	892
1287	670	891
1288	671	891
1289	671	890
1290	672	889
1291	672	889
1292	672	888
1293	673	888
1294	674	887
1295	674	886
1296	675	886
1297	675	885
1298	675	885
1299	676	884
1300	676	883
1301	677	883
1302	677	882
1303	678	881
1304	678	881
1305	678	880
1306	679	879
1307	679	879
1308	680	878
1309	680	878
1310	681	877
1311	681	876
1312	681	876
1313	682	875
1314	683	875
1315	683	875
1316	684	874
1317	684	873
1318	685	873
1319	685	872
1320	686	871
1321	686	871
1322	686	870
1323	687	870
1324	687	869
1325	688	868
1326	688	868
1327	689	867
1328	690	867
1329	691	868
1330	691	867
1331	692	866
1332	692	866
1333	692	865
1334	694	865
1335	694	865
1336	694	864
1337	695	863
1338	695	863
1339	696	862
1340	696	861
1341	697	861
1342	697	860
1343	698	860
1344	698	859
1345	698	858
1346	699	858
1347	699	857
1348	700	856
1349	700	856
1350	701	855
1351	701	855
1352	701	854
1353	702	853
1354	703	853
1355	703	853
1356	704	852
1357	704	851
1358	705	851
1359	705	850
1360	706	850
1361	707	850
1362	707	849
1363	708	849
1364	708	848
1365	709	848
1366	709	847
1367	709	846
1368	710	846
1369	710	845
1370	711	844
1371	711	844
1372	711	843
1373	712	842
1374	712	842
1375	713	841
1376	713	841
1377	714	840
1378	714	840
1379	715	839
1380	715	838
1381	715	838
1382	716	837
1383	716	836
1384	717	836
1385	717	835
1386	718	835
1387	718	834
1388	719	834
1389	719	833
1390	720	833
1391	720	832
1392	721	831
1393	721	831
1394	722	830
1395	722	830
1396	723	829
1397	724	829
1398	724	829
1399	724	828
1400	725	827
1401	725	827
1402	726	826
1403	726	825
1404	726	825
1405	727	824
1406	727	824
1407	728	823
1408	728	822
1409	729	822
1410	730	822
1411	730	821
1412	730	821
1413	731	820
1414	731	819
1415	732	819
1416	732	818
1417	733	817
1418	733	817
1419	734	816
1420	734	816
1421	734	815
1422	735	814
1423	735	814
1424	736	813
1425	736	812
1426	737	813
1427	738	812
1428	738	812
1429	739	811
1430	739	811
1431	740	810
1432	740	809
1433	741	809
1434	741	808
1435	741	808
1436	742	807
1437	742	806
1438	743	806
1439	743	805
1440	743	804
1441	744	804
1442	744	803
1443	745	803
1444	745	802
1445	746	801
1446	746	801
1447	747	801
1448	747	800
1449	748	799
1450	748	799
1451	749	798
1452	749	797
1453	749	797
1454	750	796
1455	750	795
1456	750	795
1457	751	794
1458	751	794
1459	752	793
1460	752	792
1461	753	792
1462	753	791
1463	754	791
1464	754	790
1465	755	790
1466	755	789
1467	755	788
1468	756	788
1469	756	787
1470	757	787
1471	757	786
1472	758	785
1473	758	785
1474	758	784
1475	759	783
1476	759	783
1477	760	782
1478	760	782
1479	760	781
1480	761	780
1481	761	780
1482	762	779
1483	762	779
1484	763	778
1485	763	778
1486	764	777
1487	764	776
1488	764	776
1489	765	775
1490	765	774
1491	766	774
1492	766	773
1493	766	773
1494	767	772
1495	767	771
1496	768	771
1497	768	770
1498	768	770
1499	769	769
1500	769	768
1501	770	768
1502	770	767
1503	771	767
1504	771	766
1505	772	766
1506	772	765
1507	773	764
1508	773	764
1509	773	763
1510	774	763
1511	774	762
1512	775	761
1513	775	761
1514	776	760
1515	776	760
1516	776	759
1517	777	759
1518	778	759
1519	778	758
1520	780	758
1521	780	757
1522	780	757
1523	781	756
1524	781	756
1525	782	755
1526	782	754
1527	782	754
1528	783	753
1529	783	753
1530	784	752
1531	784	751
1532	785	751
1533	785	750
1534	785	750
1535	786	749
1536	787	749
1537	787	748
1538	788	748
1539	788	747
1540	789	747
1541	789	746
1542	789	745
1543	790	745
1544	790	744
1545	791	744
1546	791	743
1547	791	742
1548	792	742
1549	793	742
1550	793	741
1551	794	741
1552	794	740
1553	795	740
1554	796	739
1555	796	739
1556	797	738
1557	797	738
1558	797	737
1559	798	736
1560	798	736
1561	799	735
1562	799	735
1563	800	734
1564	800	733
1565	800	733
1566	801	732
1567	801	732
1568	802	731
1569	803	731
1570	803	731
1571	804	730
1572	805	730
1573	805	729
1574	805	729
1575	806	728
1576	806	727
1577	807	727
1578	807	726
1579	807	726
1580	808	725
1581	808	724
1582	809	724
1583	809	723
1584	810	723
1585	811	723
1586	811	722
1587	812	722
1588	812	721
1589	812	720
1590	813	720
1591	814	720
1592	814	719
1593	814	718
1594	815	718
1595	815	717
1596	817	717
1597	817	717
1598	817	716
1599	818	716
1600	818	715
1601	819	715
1602	819	714
1603	820	713
1604	820	713
1605	821	712
1606	821	712
1607	821	711
1608	822	710
1609	822	710
1610	823	709
1611	823	709
1612	823	708
1613	824	707
1614	824	707
1615	825	706
1616	825	706
1617	826	705
1618	826	705
1619	826	704
1620	827	703
1621	827	703
1622	828	702
1623	828	702
1624	829	702
1625	830	701
1626	830	700
1627	831	700
1628	831	699
1629	831	699
1630	832	698
1631	832	698
1632	833	697
1633	833	696
1634	833	696
1635	834	696
1636	835	695
1637	836	695
1638	836	694
1639	836	693
1640	837	693
1641	837	692
1642	838	692
1643	838	691
1644	839	691
1645	839	690
1646	839	689
1647	840	689
1648	840	688
1649	841	688
1650	841	687
1651	842	687
1652	843	686
1653	843	686
1654	843	685
1655	844	685
1656	844	684
1657	845	684
1658	845	683
1659	846	683
1660	846	682
1661	847	681
1662	847	681
1663	847	680
1664	848	680
1665	848	679
1666	849	679
1667	849	678
1668	849	677
1669	850	677
1670	850	676
1671	851	676
1672	851	675
1673	852	675
1674	852	674
1675	853	674
1676	853	673
1677	854	673
1678	855	672
1679	855	672
1680	855	671
1681	856	671
1682	856	670
1683	857	669
1684	857	669
1685	858	668
1686	858	668
1687	859	667
1688	859	667
1689	860	666
1690	861	666
1691	861	666
1692	861	665
1693	862	664
1694	862	664
1695	863	663
1696	863	663
1697	864	662
1698	864	661
1699	864	661
1700	865	660
1701	865	660
1702	866	659
1703	866	658
1704	866	658
1705	867	658
1706	868	657
1707	868	656
1708	868	656
1709	869	655
1710	869	655
1711	870	654
1712	870	654
1713	871	653
1714	871	652
1715	871	652
1716	872	651
1717	872	651
1718	873	650
1719	873	650
1720	874	649
1721	874	649
1722	875	648
1723	875	648
1724	876	647
1725	877	647
1726	877	646
1727	877	646
1728	878	645
1729	878	645
1730	879	644
1731	879	643
1732	880	643
1733	880	642
1734	880	642
1735	881	641
1736	881	641
1737	882	640
1738	882	639
1739	882	639
1740	883	638
1741	884	638
1742	884	637
1743	884	637
1744	885	636
1745	885	636
1746	886	635
1747	886	635
1748	887	634
1749	887	633
1750	888	633
1751	888	632
1752	888	632
1753	889	631
1754	890	631
1755	890	631
1756	891	630
1757	891	629
1758	892	629
1759	892	628
1760	893	628
1761	894	628
1762	894	627
1763	895	627
1764	895	626
1765	895	625
1766	896	625
1767	896	624
1768	897	624
1769	897	623
1770	897	623
1771	898	622
1772	898	621
1773	899	621
1774	900	621
1775	900	620
1776	900	620
1777	901	619
1778	901	619
1779	902	618
1780	902	617
1781	903	617
1782	903	616
1783	903	616
1784	904	615
1785	904	615
1786	905	614
1787	905	613
1788	906	613
1789	906	612
1790	907	612
1791	907	611
1792	907	611
1793	909	611
1794	909	610
1795	909	609
1796	910	609
1797	910	608
1798	911	608
1799	911	607
1800	911	607
1801	912	606
1802	913	606
1803	913	605
1804	914	605
1805	914	604
1806	915	604
1807	915	603
1808	916	603
1809	916	602
1810	917	602
1811	917	601
1812	918	601
1813	918	600
1814	918	599
1815	919	599
1816	919	598
1817	920	598
1818	920	597
1819	921	597
1820	921	596
1821	921	596
1822	922	595
1823	922	595
1824	923	594
1825	923	593
1826	924	593
1827	925	593
1828	925	592
1829	926	592
1830	926	591
1831	927	591
1832	927	590
1833	927	589
1834	928	589
1835	928	588
1836	929	588
1837	929	587
1838	930	587
1839	931	586
1840	931	586
1841	932	586
1842	932	585
1843	933	585
1844	933	584
1845	934	583
1846	934	583
1847	934	582
1848	935	582
1849	935	581
1850	936	581
1851	936	580
1852	936	579
1853	937	579
1854	937	578
1855	938	578
1856	938	577
1857	939	577
1858	939	576
1859	940	576
1860	940	575
1861	941	575
1862	942	574
1863	942	574
1864	942	573
1865	943	573
1866	943	572
1867	944	572
1868	944	571
1869	945	571
1870	945	570
1871	946	570
1872	946	569
1873	947	569
1874	948	568
1875	948	568
1876	949	568
1877	949	567
1878	950	566
1879	950	566
1880	951	565
1881	951	565
1882	951	564
1883	952	564
1884	952	563
1885	953	563
1886	953	562
1887	953	561
1888	954	561
1889	954	560
1890	955	560
1891	955	559
1892	956	559
1893	956	558
1894	957	558
1895	957	557
1896	957	556
1897	958	556
1898	958	555
1899	959	555
1900	959	554
1901	959	554
1902	960	553
1903	960	553
1904	961	552
1905	961	551
1906	961	551
1907	962	550
1908	962	550
1909	963	549
1910	963	549
1911	964	548
1912	964	548
1913	965	547
1914	965	547
1915	966	546
1916	966	546
1917	966	545
1918	967	544
1919	967	544
1920	968	543
1921	968	543
1922	968	542
1923	969	542
1924	969	541
1925	970	541
1926	970	540
1927	971	540
1928	971	539
1929	972	539
1930	973	538
1931	973	538
1932	973	537
1933	974	537
1934	974	536
1935	975	535
1936	975	535
1937	975	534
1938	976	534
1939	976	533
1940	977	533
1941	977	532
1942	977	532
1943	978	531
1944	978	530
1945	979	530
1946	980	530
1947	981	530
1948	982	529
1949	982	529
1950	983	528
1951	983	528
1952	983	527
1953	984	526
1954	984	526
1955	985	525
1956	985	525
1957	986	524
1958	986	524
1959	986	523
1960	987	523
1961	987	522
1962	988	522
1963	988	521
1964	989	520
1965	989	520
1966	990	519
1967	990	519
1968	990	518
1969	991	518
1970	991	517
1971	992	517
1972	992	516
1973	993	516
1974	993	515
1975	993	515
1976	994	514
1977	994	513
1978	995	513
