iter	RMSE
1508	0.08646449104
1509	0.08644450964
1510	0.08642706561
1511	0.08642395683
1512	0.08640781625
1513	0.08638986656
1514	0.08637523108
1515	0.08634750025
1516	0.08634500567
1517	0.0863251489
1518	0.08630119535
1519	0.08629721969
1520	0.08629231647
1521	0.08627057274
1522	0.08625092949
1523	0.08624002799
1524	0.08621979632
1525	0.08621524444
1526	0.08619043697
1527	0.08617130529
1528	0.08614424118
1529	0.08611977517
1530	0.08610304597
1531	0.08607824569
1532	0.08606963226
1533	0.08605383269
1534	0.08603194612
1535	0.0860274225
1536	0.08599698518
1537	0.08597964239
1538	0.08596571686
1539	0.08594712704
1540	0.085930561
1541	0.08591091588
1542	0.08590282884
1543	0.08587943031
1544	0.08586003477
1545	0.08585593444
1546	0.08584226174
1547	0.08582343536
1548	0.08582073262
1549	0.08579816472
1550	0.085783551
1551	0.08576058842
1552	0.0857479116
1553	0.08572483876
1554	0.08572217556
1555	0.08570819184
1556	0.08567509738
1557	0.08565008531
1558	0.08563541897
1559	0.08561139055
1560	0.08559538311
1561	0.08557204732
1562	0.08555524777
1563	0.08553734078
1564	0.08551869255
1565	0.08549566967
1566	0.08547573152
1567	0.0854523255
1568	0.08543368452
1569	0.0854184316
1570	0.08541016399
1571	0.08538696503
1572	0.08536899412
1573	0.08535382889
1574	0.08533611584
1575	0.08532801782
1576	0.08530695391
1577	0.08530403534
1578	0.08528976589
1579	0.08527601588
1580	0.08527026184
1581	0.08526736666
1582	0.08524654989
1583	0.08522577928
1584	0.08519335462
1585	0.08519099152
1586	0.08518303308
1587	0.0851596231
1588	0.08514093901
1589	0.08512020782
1590	0.08510206806
1591	0.08508400078
1592	0.08506287864
1593	0.08505046073
1594	0.08503049058
1595	0.08501015573
1596	0.08499551898
1597	0.08498052193
1598	0.08495815457
1599	0.0849336052
1600	0.0849146206
1601	0.08489689765
1602	0.08489430343
1603	0.08489140941
1604	0.08486866297
1605	0.08484628483
1606	0.08484371473
1607	0.08482670766
1608	0.08482139894
1609	0.08480822671
1610	0.08478989681
1611	0.08477476934
1612	0.08475999146
1613	0.08474339546
1614	0.08472190726
1615	0.08470334739
1616	0.08468874067
1617	0.08467404267
1618	0.08465401372
1619	0.08463328416
1620	0.08461581851
1621	0.08459414494
1622	0.0845734102
1623	0.08456264178
1624	0.08454174374
1625	0.0845233391
1626	0.08450949932
1627	0.08450524706
1628	0.08448592818
1629	0.0844722797
1630	0.08445125328
1631	0.08444627172
1632	0.08442419854
1633	0.0844091899
1634	0.0843932909
1635	0.08439051662
1636	0.08437921075
1637	0.08437668534
1638	0.08435598381
1639	0.08433513343
1640	0.08431348204
1641	0.08431097025
1642	0.08429418943
1643	0.08427600636
1644	0.08426120078
1645	0.08423937342
1646	0.08421857841
1647	0.08421585313
1648	0.08419335003
1649	0.08417902117
1650	0.08416370727
1651	0.08414965143
1652	0.08413676276
1653	0.08412177687
1654	0.08410355858
1655	0.08406687875
1656	0.08404541574
1657	0.08403779357
1658	0.08401959203
1659	0.08399106777
1660	0.08397726727
1661	0.08395950645
1662	0.08394472216
1663	0.08393226644
1664	0.08391851175
1665	0.0839157526
1666	0.08388769104
1667	0.08387614936
1668	0.08387368004
1669	0.08385100225
1670	0.08383096952
1671	0.08381463195
1672	0.08379457207
1673	0.08376701513
1674	0.08376433968
1675	0.08375599558
1676	0.083745594
1677	0.08372584698
1678	0.08370381325
1679	0.08369172941
1680	0.08367094885
1681	0.08366137533
1682	0.08364813819
1683	0.08362804256
1684	0.08361748241
1685	0.08361480644
1686	0.08361164261
1687	0.08360180207
1688	0.08358154657
1689	0.08356501208
1690	0.08354485037
1691	0.08353162383
1692	0.08351474076
1693	0.08350218503
1694	0.08349248869
1695	0.08348984324
1696	0.08346972308
1697	0.08345379324
1698	0.08342993904
1699	0.08340846991
1700	0.08338865449
1701	0.08337130203
1702	0.08336818547
1703	0.08336317982
1704	0.08334979749
1705	0.08334742277
1706	0.0833299366
1707	0.0833090235
1708	0.08329433436
1709	0.08327893871
1710	0.08325369165
1711	0.08323393846
1712	0.08321260144
1713	0.08321024171
1714	0.08318750273
1715	0.08316935696
1716	0.08314597065
1717	0.08313458837
1718	0.08311404784
1719	0.08310450501
1720	0.08308321565
1721	0.08307393152
1722	0.08306071601
1723	0.08303729764
1724	0.08302192418
1725	0.08300580111
1726	0.08299678962
1727	0.08299149618
1728	0.08297648063
1729	0.08295285875
1730	0.08294054684
1731	0.08291900478
1732	0.0828999838
1733	0.08287995655
1734	0.08287054566
1735	0.08286797481
1736	0.08285189041
1737	0.08283149522
1738	0.08281678595
1739	0.08280680239
1740	0.08278765605
1741	0.08277200823
1742	0.0827540331
1743	0.08273984497
1744	0.08272338967
1745	0.08270208293
1746	0.08269314781
1747	0.08268082364
1748	0.08265823057
1749	0.08264118151
1750	0.08263092129
1751	0.08261258357
1752	0.08259532984
1753	0.08257773408
1754	0.08256839063
1755	0.08255459714
1756	0.08254239068
1757	0.08253358252
1758	0.0825302284
1759	0.08250909851
1760	0.08248845768
1761	0.08248563685
1762	0.08246482882
1763	0.08244208725
1764	0.08243166805
1765	0.08241865838
1766	0.08239904346
1767	0.08238304592
1768	0.08236807278
1769	0.08234867833
1770	0.08233025255
1771	0.08231536202
1772	0.0822979242
1773	0.08227364991
1774	0.08226454792
1775	0.08225133197
1776	0.0822335785
1777	0.08221648016
1778	0.0822072217
1779	0.0821832553
1780	0.08215398593
1781	0.08214278287
1782	0.08212530281
1783	0.08211299923
1784	0.08209436054
1785	0.082079231
1786	0.08205798828
1787	0.08205567745
1788	0.08205315653
1789	0.08204104041
1790	0.08201496746
1791	0.08199649638
1792	0.08197191573
1793	0.08195205066
1794	0.0819231262
1795	0.08190989862
1796	0.08189372828
1797	0.08187100172
1798	0.08186871193
1799	0.08186643609
1800	0.08185443143
1801	0.08184410794
1802	0.08182941158
1803	0.08181303258
1804	0.08181076822
1805	0.08179281094
1806	0.081774801
1807	0.08177254902
1808	0.08176289219
1809	0.08174632716
1810	0.08173170627
1811	0.08171449783
1812	0.08170530654
1813	0.08169135321
1814	0.0816889049
1815	0.0816696568
1816	0.08165425409
1817	0.08163753396
1818	0.08161645877
1819	0.08160053156
1820	0.08157415022
1821	0.08155729346
1822	0.08153807529
1823	0.08152541976
1824	0.08151359608
1825	0.08149943092
1826	0.08148245393
1827	0.0814610722
1828	0.08144531901
1829	0.0814213022
1830	0.08140754006
1831	0.0813966548
1832	0.08137843158
1833	0.08136672161
1834	0.08135521382
1835	0.08134133939
1836	0.08132712338
1837	0.08131962924
1838	0.081305436
1839	0.08129440114
1840	0.08127787088
1841	0.08126432464
1842	0.0812459561
1843	0.08123311018
1844	0.08121471938
1845	0.08120447336
1846	0.08118530692
1847	0.08116394024
1848	0.08114245859
1849	0.08112571016
1850	0.08110039893
1851	0.08109799526
1852	0.08108350243
1853	0.08108069611
1854	0.0810785048
1855	0.08106061427
1856	0.08104169534
1857	0.08102856679
1858	0.0810182565
1859	0.08099950702
1860	0.08098559603
1861	0.0809742067
1862	0.0809620397
1863	0.08094285859
1864	0.08092396172
1865	0.08092011179
1866	0.08090009238
1867	0.08089790187
1868	0.08088021668
1869	0.08086200779
1870	0.08083714217
1871	0.08081755117
1872	0.08079510738
1873	0.08077673349
1874	0.08075800513
1875	0.08074589028
1876	0.0807214778
1877	0.08070955048
1878	0.08069189935
1879	0.08067389996
1880	0.08065429814
1881	0.08063693512
1882	0.08061859496
1883	0.0806007435
1884	0.0805862935
1885	0.08056794695
1886	0.08055543341
1887	0.08054044731
1888	0.08052475134
1889	0.08052259019
1890	0.08050735162
1891	0.08049219059
1892	0.08049004498
1893	0.08048418671
1894	0.08047520486
1895	0.08045856503
1896	0.08044712085
1897	0.08043123894
1898	0.08041616427
1899	0.08039992349
1900	0.08037871387
1901	0.08036704356
1902	0.08035329422
1903	0.08034314851
1904	0.08032532625
1905	0.08031637129
1906	0.08030530121
1907	0.08030260256
1908	0.08029440797
1909	0.08027266264
1910	0.08026391063
1911	0.08025102729
1912	0.08023580315
1913	0.08022390557
1914	0.08021339219
1915	0.0801974983
1916	0.08019540121
1917	0.08018114518
1918	0.08016303163
1919	0.08015419822
1920	0.08013439024
1921	0.08011819846
1922	0.08010017932
1923	0.08007698116
1924	0.08006423189
1925	0.08004791839
1926	0.08002858616
1927	0.08002545342
1928	0.08000731911
1929	0.07998968413
1930	0.07997017885
1931	0.07996407389
1932	0.0799539907
1933	0.07995191112
1934	0.07993966371
1935	0.07993002867
1936	0.07991646795
1937	0.07990963483
1938	0.07988520838
1939	0.07986150005
1940	0.07985181196
1941	0.07983431049
1942	0.07982343959
1943	0.07980554453
1944	0.07979384044
1945	0.0797762685
1946	0.0797538667
1947	0.07974792998
1948	0.07973345237
1949	0.07971096656
1950	0.07969371205
1951	0.07968967039
1952	0.07968090924
1953	0.0796788498
1954	0.07966727205
1955	0.07964910317
1956	0.07962595383
1957	0.07960536872
1958	0.07959264944
1959	0.07957862536
1960	0.07955195166
1961	0.07953463688
1962	0.07953258817
1963	0.07951723085
1964	0.07950355224
1965	0.07948195784
1966	0.0794708875
1967	0.07945631037
1968	0.07944255416
1969	0.07942695917
1970	0.07941224497
1971	0.07939471983
1972	0.079374826
1973	0.0793602547
1974	0.07934775929
1975	0.0793333597
1976	0.07930444059
1977	0.0792908578
1978	0.07927896213
1979	0.07926521362
1980	0.07925447087
1981	0.07923755827
1982	0.0792233564
1983	0.07922082172
1984	0.07921903286
1985	0.07921233677
1986	0.07918996128
1987	0.07918134774
1988	0.07916251058
1989	0.07914722287
1990	0.079137912
1991	0.07912198194
1992	0.07910638834
1993	0.07908968946
1994	0.07908769044
1995	0.07907251661
1996	0.07905807309
1997	0.07905608574
1998	0.07903851947
1999	0.07903654234
2000	0.07901820446
2001	0.07899795078
2002	0.07899598582
2003	0.07897932922
2004	0.07895689227
2005	0.07893985838
2006	0.07892582229
2007	0.07890651195
2008	0.07888986511
2009	0.0788807111
2010	0.07886821272
2011	0.07885433333
2012	0.07883365602
2013	0.07882157527
2014	0.07880515943
2015	0.07879660213
2016	0.07879464559
2017	0.0787827321
2018	0.07877161179
2019	0.0787663741
2020	0.0787513929
2021	0.07872968721
2022	0.07871502796
2023	0.07869942126
2024	0.07868852668
2025	0.07867778167
2026	0.07866118169
2027	0.07865272675
2028	0.07864151186
2029	0.07862954657
2030	0.078610255
2031	0.0785966522
2032	0.07858769128
2033	0.07856492371
2034	0.07855209995
2035	0.07854391943
2036	0.07853033239
2037	0.07851192361
2038	0.07849987657
2039	0.07848868171
2040	0.07846408718
2041	0.07846232895
2042	0.07845008358
2043	0.07844200133
2044	0.07842790459
2045	0.07842546782
2046	0.07841109741
2047	0.07839419791
2048	0.07837485041
2049	0.07836363327
2050	0.07835286803
2051	0.07834485993
2052	0.07833564045
2053	0.07832327639
2054	0.07831160513
2055	0.07830968032
2056	0.07829471204
2057	0.07828408556
2058	0.07827149668
2059	0.07825583729
2060	0.07823929596
2061	0.07823685803
2062	0.07823495062
2063	0.07822672099
2064	0.07821542491
2065	0.07820147462
2066	0.07818942011
2067	0.07817597636
2068	0.07816495395
2069	0.07816254643
2070	0.0781465102
2071	0.07812649505
2072	0.07811099374
2073	0.07810285844
2074	0.07809477016
2075	0.07808104882
2076	0.07807542784
2077	0.07807038317
2078	0.07805367127
2079	0.07804155859
2080	0.0780217181
2081	0.07801129761
2082	0.07799744629
2083	0.07798288702
2084	0.07796677084
2085	0.07795581889
2086	0.07794207202
2087	0.0779243474
2088	0.07790800025
2089	0.07789037508
2090	0.07787565343
2091	0.07786117956
2092	0.07784797491
2093	0.07783606752
2094	0.07782597516
2095	0.07780440009
2096	0.07778370661
2097	0.07777202222
2098	0.07774709859
2099	0.07773439412
2100	0.07771480022
2101	0.07770571096
2102	0.07769262135
2103	0.07767186804
2104	0.07765900025
2105	0.07765666731
2106	0.07764872189
2107	0.07763846394
2108	0.07762791647
2109	0.07762605306
2110	0.07761894406
2111	0.07760615811
2112	0.07759203507
2113	0.07757085932
2114	0.07755431644
2115	0.07753475862
2116	0.07753077204
2117	0.07751152733
2118	0.077507151
2119	0.07749047157
2120	0.07747828319
2121	0.07746044492
2122	0.07744271881
2123	0.0774308254
2124	0.07741912762
2125	0.07740741325
2126	0.0774038268
2127	0.07739343148
2128	0.07738555704
2129	0.07736863151
2130	0.07735461209
2131	0.07734476308
2132	0.07733007074
2133	0.07731534021
2134	0.07730081372
2135	0.07729101477
2136	0.07726898019
2137	0.07726731454
2138	0.07725709577
2139	0.07723596005
2140	0.07723412235
2141	0.07722328412
2142	0.07722145744
2143	0.07720050348
2144	0.07718623103
2145	0.07717939024
2146	0.07715833803
2147	0.0771411149
2148	0.07713034932
2149	0.07711642397
2150	0.07709593718
2151	0.0770800314
2152	0.07706834352
2153	0.07704861878
2154	0.0770338868
2155	0.07703207084
2156	0.07702713376
2157	0.07700981995
2158	0.07700504947
2159	0.07700324562
2160	0.07698499121
2161	0.0769739558
2162	0.07696140959
2163	0.0769499692
2164	0.07693832442
2165	0.0769233779
2166	0.07692159682
2167	0.07691070578
2168	0.0769007942
2169	0.07689611229
2170	0.07688576215
2171	0.07686892598
2172	0.07686715809
2173	0.07685060148
2174	0.0768421694
2175	0.07682892172
2176	0.07681899086
2177	0.07681027379
2178	0.07678631493
2179	0.07677636041
2180	0.07676935169
2181	0.07675915458
2182	0.07674311421
2183	0.07672945041
2184	0.07672769086
2185	0.07671448585
2186	0.07669843056
2187	0.07668485278
2188	0.07667413757
2189	0.07666601677
2190	0.07664956214
2191	0.07663940835
2192	0.07663765915
2193	0.07663049099
2194	0.07661657451
2195	0.07660285327
2196	0.0765952445
2197	0.07657953222
2198	0.07656854582
2199	0.0765525638
2200	0.07653358151
2201	0.0765163612
2202	0.07649859623
2203	0.07648559159
2204	0.07648385982
2205	0.07647258633
2206	0.07645852144
2207	0.0764409591
2208	0.0764348443
2209	0.07643313132
2210	0.07642449681
2211	0.07640543784
2212	0.07639283972
2213	0.07637676534
2214	0.07635988045
2215	0.07634557072
2216	0.07633015027
2217	0.07632051935
2218	0.07630849915
2219	0.07629342395
2220	0.07629172042
2221	0.07628331508
2222	0.07627060722
2223	0.07625453294
2224	0.07623785846
2225	0.07623631772
2226	0.07622951002
2227	0.07622015593
2228	0.07620451617
2229	0.07619651676
2230	0.07618102221
2231	0.0761662929
2232	0.07615035922
2233	0.07614417437
2234	0.07613732099
2235	0.0761238215
2236	0.07611315269
2237	0.07609791969
2238	0.0760805303
2239	0.07606858125
2240	0.07605889024
2241	0.07605115708
2242	0.07604030832
2243	0.07603861446
2244	0.0760278793
2245	0.07601746122
2246	0.07600666548
2247	0.07599704506
2248	0.07598985663
2249	0.07597912534
2250	0.07595655843
2251	0.07594626609
2252	0.07593234083
2253	0.0759178996
2254	0.07590868924
2255	0.07589542453
2256	0.07588711257
2257	0.07586417092
2258	0.07585567874
2259	0.07584442516
2260	0.07583606912
2261	0.07581528518
2262	0.07580705706
2263	0.07579144931
2264	0.07578214002
2265	0.07577324967
2266	0.07576613872
2267	0.07575307214
2268	0.07574082998
2269	0.0757332342
2270	0.07571447391
2271	0.07569956538
2272	0.07567992008
2273	0.07566465396
2274	0.07565214445
2275	0.07564459288
2276	0.07562902353
2277	0.07562194207
2278	0.07560707197
2279	0.07560538811
2280	0.07559712426
2281	0.07558303805
2282	0.07556929145
2283	0.07556761783
2284	0.07556595439
2285	0.07555248315
2286	0.07554432319
2287	0.07553631431
2288	0.07552951973
2289	0.07551420898
2290	0.0754989548
2291	0.07549107057
2292	0.07548941549
2293	0.07548269248
2294	0.07546018411
2295	0.07545219418
2296	0.07543483129
2297	0.0754254909
2298	0.0754238488
2299	0.07541001609
2300	0.07540366463
2301	0.07538631866
2302	0.0753738582
2303	0.07535913962
2304	0.07535764453
2305	0.07534611682
2306	0.07533288974
2307	0.07531065031
2308	0.07529525587
2309	0.07528015823
2310	0.07526667076
2311	0.07525183517
2312	0.07523256694
2313	0.07522523949
2314	0.07521233165
2315	0.075204607
2316	0.07518972694
2317	0.07517235271
2318	0.07515750538
2319	0.0751435678
2320	0.07512168365
2321	0.07512006337
2322	0.07511845298
2323	0.07510752683
2324	0.07509567308
2325	0.07508062681
2326	0.07506646411
2327	0.07505746121
2328	0.07505030247
2329	0.07503613811
2330	0.0750252746
2331	0.07501238515
2332	0.07501079274
2333	0.07498707262
2334	0.07497034901
2335	0.07495852613
2336	0.07493926857
2337	0.07492258656
2338	0.07490770523
2339	0.07490325431
2340	0.07489704194
2341	0.07488338274
2342	0.07487209974
2343	0.07486072761
2344	0.07484725921
2345	0.07483820952
2346	0.07482684674
2347	0.0748154387
2348	0.07479893109
2349	0.07479241369
2350	0.07478271763
2351	0.07477933362
2352	0.07476287724
2353	0.07474876847
2354	0.07473522659
2355	0.0747165001
2356	0.07470293899
2357	0.07469064812
2358	0.07467263332
2359	0.07465830558
2360	0.07463944474
2361	0.07463177136
2362	0.07461697497
2363	0.07460736483
2364	0.07459372128
2365	0.07458919207
2366	0.07457320383
2367	0.07455888292
2368	0.07455167055
2369	0.07454532399
2370	0.07453244122
2371	0.07451617812
2372	0.07450199984
2373	0.0744959444
2374	0.07449054125
2375	0.07447808839
2376	0.07447030796
2377	0.07445739723
2378	0.07444878999
2379	0.07443761112
2380	0.07442038169
2381	0.07440722099
2382	0.07440159772
2383	0.07440015169
2384	0.07437996266
2385	0.07436776024
2386	0.07435549135
2387	0.07434213635
2388	0.07433466765
2389	0.07432051608
2390	0.07430575567
2391	0.07429055869
2392	0.07428515129
2393	0.07427304879
2394	0.07426410587
2395	0.07424316346
2396	0.07423013769
2397	0.07421249792
2398	0.07419695932
2399	0.07418220747
2400	0.07416735988
2401	0.07415471142
2402	0.07414398354
2403	0.07412682635
2404	0.07411229918
2405	0.07410609933
2406	0.07409428088
2407	0.07407029656
2408	0.07405677498
2409	0.07403857693
2410	0.07402006348
2411	0.07400183209
2412	0.07398878306
2413	0.07398286962
2414	0.07397673412
2415	0.07396329951
2416	0.07395310367
2417	0.07394290356
2418	0.07393566462
2419	0.07391456687
2420	0.07390192143
2421	0.07389590957
2422	0.07388589161
2423	0.07387184822
2424	0.07385800943
2425	0.07384666006
2426	0.07383565856
2427	0.07382442678
2428	0.07380339812
2429	0.0737875042
2430	0.0737690495
2431	0.07375541598
2432	0.07373765181
2433	0.07372741106
2434	0.07371865053
2435	0.07370490908
2436	0.07369246788
2437	0.07368547325
2438	0.07366469239
2439	0.07365187794
2440	0.07363693077
2441	0.07363351483
2442	0.07362347453
2443	0.07361300188
2444	0.07360277877
2445	0.07360120404
2446	0.07359521948
2447	0.07358260549
2448	0.07356119442
2449	0.07354831532
2450	0.07353614351
2451	0.0735318569
2452	0.07352128799
2453	0.0735197223
2454	0.07351430015
2455	0.07350121029
2456	0.07348354754
2457	0.07346713677
2458	0.07345343151
2459	0.0734416756
2460	0.07344012247
2461	0.07342092331
2462	0.07339759068
2463	0.07338187604
2464	0.07336488123
2465	0.07334664511
2466	0.07333516423
2467	0.07331794936
2468	0.07330855705
2469	0.07330702057
2470	0.07328893399
2471	0.07327261908
2472	0.07325937375
2473	0.07325581727
2474	0.07324031054
2475	0.07323878088
2476	0.07322802719
2477	0.07320929147
2478	0.07319189412
2479	0.07317576534
2480	0.07316395348
2481	0.07315509735
2482	0.07315357378
2483	0.07314477812
2484	0.07312627343
2485	0.07311353529
2486	0.07310575373
2487	0.07308910448
2488	0.07307981881
2489	0.0730642313
2490	0.07304651577
2491	0.07303540146
2492	0.07301990433
2493	0.07300522778
2494	0.07298883766
2495	0.07297425267
2496	0.07295656565
2497	0.07294784802
2498	0.07293819577
2499	0.0729282872
2500	0.07291845986
2501	0.0729057001
2502	0.07289816074
2503	0.07288240161
2504	0.07286972347
2505	0.0728683495
2506	0.07285257109
2507	0.07283881128
2508	0.07282670418
2509	0.07281191632
2510	0.07280628833
2511	0.07278724064
2512	0.07277743915
2513	0.07276226161
2514	0.07274488834
2515	0.07273922422
2516	0.07272664127
2517	0.07270669645
2518	0.07268208471
2519	0.07267380405
2520	0.07266104965
2521	0.07264475471
2522	0.07263317804
2523	0.07262394851
2524	0.07261709013
2525	0.07261054733
2526	0.07259457045
2527	0.07258640952
2528	0.07257956691
2529	0.0725638807
2530	0.07256237431
2531	0.07256087725
2532	0.07255938943
2533	0.0725456405
2534	0.07253523662
2535	0.0725337571
2536	0.07252094868
2537	0.07250310024
2538	0.07248500304
2539	0.07246995626
2540	0.07245636221
2541	0.07244620576
2542	0.07242214374
2543	0.07240622118
2544	0.07238786318
2545	0.07236990884
2546	0.07235940159
2547	0.07234675956
2548	0.07233456996
2549	0.07232495883
2550	0.07232154208
2551	0.07230709825
2552	0.07230564519
2553	0.07229077669
2554	0.07228413047
2555	0.07226823587
2556	0.07225445894
2557	0.07223583604
2558	0.07222091488
2559	0.07220805853
2560	0.07219332425
2561	0.07219187871
2562	0.07217694967
2563	0.07216497041
2564	0.07215162117
2565	0.07213994962
2566	0.07212956574
2567	0.07211633482
2568	0.07210501692
2569	0.07208899704
2570	0.07208354608
2571	0.07207232274
2572	0.07207088192
2573	0.07205798719
2574	0.07204458989
2575	0.07203449933
2576	0.07202302287
2577	0.07200996765
2578	0.07199621158
2579	0.07199491991
2580	0.07197677315
2581	0.07196973032
2582	0.07195146397
2583	0.07194029022
2584	0.07193392588
2585	0.07192334223
2586	0.07191003101
2587	0.07189332784
2588	0.07187464851
2589	0.07185946943
2590	0.07184530997
2591	0.07183383269
2592	0.071832407
2593	0.0718116596
2594	0.0718007054
2595	0.07179929227
2596	0.07177837632
2597	0.07176580278
2598	0.07175276263
2599	0.07175149223
2600	0.07174164238
2601	0.07173568423
2602	0.0717272125
2603	0.07171379613
2604	0.07171239496
2605	0.07170572326
2606	0.071689232
2607	0.07167575269
2608	0.07166630961
2609	0.07164843978
2610	0.07163647519
2611	0.07162819211
2612	0.07162282409
2613	0.07162143514
2614	0.07160592117
2615	0.07159358442
2616	0.07158395222
2617	0.07156696572
2618	0.0715569105
2619	0.07155345637
2620	0.07154529409
2621	0.07154391185
2622	0.07153629534
2623	0.07152418716
2624	0.07152094189
2625	0.07151957564
2626	0.07151582016
2627	0.07150657643
2628	0.07148870691
2629	0.07147647922
2630	0.07146633472
2631	0.07146497361
2632	0.0714498612
2633	0.07143978176
2634	0.0714273714
2635	0.07141620687
2636	0.07140564018
2637	0.0713927846
2638	0.07138442196
2639	0.0713698726
2640	0.07135452948
2641	0.07133712881
2642	0.07132169873
2643	0.07130901554
2644	0.0712985384
2645	0.07128001246
2646	0.07126165886
2647	0.07124854037
2648	0.07123540016
2649	0.07122834949
2650	0.07122090421
2651	0.07120704835
2652	0.0711944288
2653	0.07118048214
2654	0.07117925212
2655	0.07116928765
2656	0.07116410361
2657	0.07115809039
2658	0.07114874372
2659	0.07114752463
2660	0.07114206736
2661	0.07113726567
2662	0.07113594417
2663	0.07111955635
2664	0.07110341979
2665	0.0710897622
2666	0.0710796435
2667	0.07106829844
2668	0.07105331343
2669	0.07104172984
2670	0.07103689067
2671	0.07102085594
2672	0.07101563949
2673	0.07100311936
2674	0.07099129247
2675	0.07098587664
2676	0.07098453387
2677	0.07096989635
2678	0.07095768117
2679	0.07094664699
2680	0.07092921629
2681	0.07091113807
2682	0.07090480367
2683	0.07089141734
2684	0.07088274238
2685	0.07086729693
2686	0.07085474409
2687	0.07084842269
2688	0.07083678744
2689	0.07082122334
2690	0.07081134632
2691	0.0708100424
2692	0.070790685
2693	0.07078492479
2694	0.07077049205
2695	0.0707580732
2696	0.07075677002
2697	0.07074683768
2698	0.07072936701
2699	0.07072027811
2700	0.0707146981
2701	0.07069612267
2702	0.07069036379
2703	0.07068284927
2704	0.07066955751
2705	0.07065407529
2706	0.07064371465
2707	0.0706283768
2708	0.07060879786
2709	0.07059919252
2710	0.07058733239
2711	0.0705824351
2712	0.07057126247
2713	0.07056012502
2714	0.07055090905
2715	0.07054233334
2716	0.07052858416
2717	0.07051626969
2718	0.07050587542
2719	0.07049688978
2720	0.07048463638
2721	0.07047632955
2722	0.07047504267
2723	0.07046341149
2724	0.07044470941
2725	0.07043605452
2726	0.07043042336
2727	0.07042287314
2728	0.07041240698
2729	0.07040020728
2730	0.07038499478
2731	0.07037710262
2732	0.07036390826
2733	0.07035869477
2734	0.07035064188
2735	0.0703364052
2736	0.07033512721
2737	0.07032116306
2738	0.07031227983
2739	0.0702999896
2740	0.07029577814
2741	0.07028962738
2742	0.07028351169
2743	0.07027458693
2744	0.07026576205
2745	0.0702470591
2746	0.07024591212
2747	0.0702367425
2748	0.07023548055
2749	0.07022383535
2750	0.07021572603
2751	0.07020341167
2752	0.07018670399
2753	0.07017885502
2754	0.07016807246
2755	0.07015066257
2756	0.07014941274
2757	0.07013274684
2758	0.07011769783
2759	0.07010865791
2760	0.07009930605
2761	0.07009017313
2762	0.07007418934
2763	0.07006012885
2764	0.07004281622
2765	0.07002964282
2766	0.07001923126
2767	0.07000786593
2768	0.07000462769
2769	0.06999266367
2770	0.06997628727
2771	0.06996385555
2772	0.06995618909
2773	0.06994030712
2774	0.06992855374
2775	0.06992164491
2776	0.06991396086
2777	0.06990895171
2778	0.06989958956
2779	0.06989239492
2780	0.06987712678
2781	0.0698630729
2782	0.06985224466
2783	0.06985099347
2784	0.0698426256
2785	0.06983221045
2786	0.06982067003
2787	0.06981203544
2788	0.0698029145
2789	0.06979738895
2790	0.06978724574
2791	0.06977932686
2792	0.06977807698
2793	0.06976346714
2794	0.06975761034
2795	0.06974874962
2796	0.06973038921
2797	0.06972280503
2798	0.06971163537
2799	0.06970008934
2800	0.06968535843
2801	0.0696742438
2802	0.06966680566
2803	0.06965318727
2804	0.06963772041
2805	0.06962822208
2806	0.06961701816
2807	0.06961576137
2808	0.06960539688
2809	0.06960427314
2810	0.0696013539
2811	0.06958819583
2812	0.06957375289
2813	0.06956449002
2814	0.06955583654
2815	0.06954040566
2816	0.06952482408
2817	0.06950487854
2818	0.06950375336
2819	0.06949030827
2820	0.06947646161
2821	0.06946056384
2822	0.06944978173
2823	0.06943553659
2824	0.06942175784
2825	0.06940987572
2826	0.06940875931
2827	0.06940429809
2828	0.06939867462
2829	0.06939286882
2830	0.06937995237
2831	0.06936534118
2832	0.06935431088
2833	0.06934506024
2834	0.06934383292
2835	0.06933138107
2836	0.06932439559
2837	0.06931875954
2838	0.06930337417
2839	0.06929425754
2840	0.06929303878
2841	0.06928344596
2842	0.06927228773
2843	0.06926160671
2844	0.06924987656
2845	0.06923486283
2846	0.06922917704
2847	0.0692138402
2848	0.06919586538
2849	0.0691906333
2850	0.06917972387
2851	0.06917862806
2852	0.06916983069
2853	0.0691549579
2854	0.06914148198
2855	0.06913338534
2856	0.06912375703
2857	0.06911628907
2858	0.06910490416
2859	0.06909132837
2860	0.06908550327
2861	0.06907495188
2862	0.06906776017
2863	0.0690665471
2864	0.06905376152
2865	0.06903873838
2866	0.06902960315
2867	0.06902383059
2868	0.06901559911
2869	0.06901047262
2870	0.06900842987
2871	0.0689961025
2872	0.06898833422
2873	0.06898712897
2874	0.06897618888
2875	0.06896272435
2876	0.06896164895
2877	0.06895430989
2878	0.06894085176
2879	0.06893592274
2880	0.06891835855
2881	0.06889983592
2882	0.06888562101
2883	0.06886916278
2884	0.06885767001
2885	0.06884653233
2886	0.06883326177
2887	0.06883207248
2888	0.06882332723
2889	0.06881125986
2890	0.06879957058
2891	0.06879060913
2892	0.06877664162
2893	0.06877546085
2894	0.0687600524
2895	0.06874821669
2896	0.06874236849
2897	0.06873272488
2898	0.06872744317
2899	0.06871741536
2900	0.0687086284
2901	0.06869431436
2902	0.068683835
2903	0.06867282056
2904	0.06865818923
2905	0.06864663319
2906	0.06862790662
2907	0.06862671678
