iter	RMSE
394	0.127093742
395	0.1269806188
396	0.1268784361
397	0.1267615999
398	0.1266471606
399	0.1265280022
400	0.1263976392
401	0.126302972
402	0.126192568
403	0.1260905483
404	0.1259758186
405	0.1258725814
406	0.1257877859
407	0.1257003203
408	0.1256209078
409	0.1255273624
410	0.1254191364
411	0.1252982837
412	0.1251828622
413	0.1250943497
414	0.1249752323
415	0.1248659704
416	0.1247888339
417	0.1246404425
418	0.1245125222
419	0.1244129124
420	0.1243092141
421	0.1241878601
422	0.1240961148
423	0.1240058038
424	0.1239149407
425	0.1238120544
426	0.1236885931
427	0.1235917552
428	0.1234818508
429	0.1234004471
430	0.1233220064
431	0.123253809
432	0.1231330179
433	0.1230407387
434	0.122970725
435	0.1228953327
436	0.1227954994
437	0.1227046083
438	0.1225922589
439	0.1225234624
440	0.1224139095
441	0.1223443936
442	0.1222594107
443	0.1221452368
444	0.1220443368
445	0.1219441384
446	0.1218543915
447	0.1217386407
448	0.1216417002
449	0.1215325021
450	0.1214455311
451	0.1213726428
452	0.121290501
453	0.1212224625
454	0.1211295433
455	0.121022951
456	0.1209502637
457	0.1208374778
458	0.1207712539
459	0.1206925415
460	0.1205987335
461	0.1205081012
462	0.1204511871
463	0.1203605217
464	0.1202832855
465	0.1201837064
466	0.120099637
467	0.1200169502
468	0.1199265367
469	0.1198680884
470	0.1197900457
471	0.1197240484
472	0.1196213381
473	0.1195680347
474	0.119489117
475	0.1194138286
476	0.119328764
477	0.1192283554
478	0.1191648474
479	0.1190957128
480	0.1190208831
481	0.1189551455
482	0.1188482192
483	0.1187838352
484	0.1187137326
485	0.1186170485
486	0.1185458816
487	0.1184820804
488	0.1184203129
489	0.118342925
490	0.1182396081
491	0.1181832684
492	0.118116656
493	0.1180403277
494	0.1179699781
495	0.1178971488
496	0.1178112613
497	0.117748185
498	0.1176880161
499	0.11762748
500	0.1175410647
501	0.1174853694
502	0.1174053426
503	0.117337396
504	0.1172625951
505	0.1172062926
506	0.1171327525
507	0.1170332038
508	0.1169750382
509	0.1169030607
510	0.1168079658
511	0.1167538909
512	0.1166977885
513	0.1166344856
514	0.1165689354
515	0.1165007597
516	0.1164479411
517	0.116333348
518	0.1162634517
519	0.1161941964
520	0.1161423032
521	0.1160625321
522	0.1159903206
523	0.1159109026
524	0.115858047
525	0.1157995369
526	0.1157250021
527	0.1156774274
528	0.1155964063
529	0.1155402744
530	0.1154687909
531	0.1153949286
532	0.1153245435
533	0.1152526819
534	0.1151823257
535	0.1151070455
536	0.1150279021
537	0.1149529914
538	0.1148782048
539	0.1148017734
540	0.1147525817
541	0.1146890051
542	0.1146272343
543	0.1145781286
544	0.1145048816
545	0.1144459513
546	0.1143825953
547	0.1143281291
548	0.114279574
549	0.1142177906
550	0.1141627524
551	0.1141045185
552	0.1140609924
553	0.1140140694
554	0.113950398
555	0.1138980274
556	0.1138474255
557	0.1137982003
558	0.1137347401
559	0.1136244162
560	0.1135575152
561	0.1135107763
562	0.1134395831
563	0.1133873377
564	0.1133271769
565	0.1132508464
566	0.1131937766
567	0.1131308119
568	0.1130824272
569	0.1130322414
570	0.112974822
571	0.1129214114
572	0.1128515365
573	0.11281007
574	0.1127636737
575	0.1126968362
576	0.1126248454
577	0.1125765164
578	0.1125316104
579	0.1124778241
580	0.1124345213
581	0.1123754829
582	0.1123185548
583	0.112258298
584	0.1121977447
585	0.112120919
586	0.1120546664
587	0.112005206
588	0.1119317913
589	0.1118792545
590	0.1118119689
591	0.1117395787
592	0.1116937829
593	0.1116292364
594	0.1115707884
595	0.1115018368
596	0.1114539882
597	0.1114074226
598	0.1113499636
599	0.1112929953
600	0.1112360223
601	0.1111711037
602	0.1111026524
603	0.1110628265
604	0.1110066003
605	0.1109422531
606	0.1108895756
607	0.1108330904
608	0.1107875528
609	0.1107355409
610	0.1106817673
611	0.1106340351
612	0.1105708918
613	0.1105208776
614	0.1104643751
615	0.1104250902
616	0.1103940879
617	0.1103454583
618	0.110297857
619	0.1102609053
620	0.1102007908
621	0.1101554391
622	0.1100894421
623	0.1100318627
624	0.1099774643
625	0.1099368642
626	0.1098904508
627	0.10984719
628	0.1098011224
629	0.109759133
630	0.109712371
631	0.1096634608
632	0.1095964613
633	0.1095588001
634	0.1095063909
635	0.1094625326
636	0.1094109897
637	0.1093434542
638	0.1092933191
639	0.1092413513
640	0.1091776509
641	0.1091340329
642	0.1090745405
643	0.1090203513
644	0.1089591259
645	0.1089038742
646	0.1088528134
647	0.1088151457
648	0.1087655121
649	0.1087204975
650	0.1086829635
651	0.1086257209
652	0.1085734219
653	0.1085312181
654	0.108491662
655	0.1084454509
656	0.1084063902
657	0.1083408466
658	0.108282749
659	0.1082487879
660	0.1082132504
661	0.1081687992
662	0.1081167886
663	0.1080850546
664	0.1080420186
665	0.1079871591
666	0.1079282085
667	0.1078761159
668	0.107827462
669	0.1078002827
670	0.1077637051
671	0.1077153077
672	0.1076776285
673	0.1076394222
674	0.1075907479
675	0.1075342761
676	0.1074939481
677	0.1074558136
678	0.1074133079
679	0.1073731831
680	0.1073273994
681	0.1072783379
682	0.1072332494
683	0.1072030075
684	0.107145188
685	0.107109794
686	0.1070524848
687	0.1070112009
688	0.1069510906
689	0.1069215616
690	0.1068775936
691	0.1068161975
692	0.1067671786
693	0.1067152824
694	0.1066776872
695	0.1066276553
696	0.1065790688
697	0.1065342919
698	0.1064860532
699	0.1064472897
700	0.1064068656
701	0.1063693198
702	0.1063188123
703	0.106272325
704	0.1062279431
705	0.1061879018
706	0.1061525001
707	0.1061198326
708	0.1060764148
709	0.1060443533
710	0.1060148014
711	0.1059791409
712	0.1059391592
713	0.1058918196
714	0.1058457894
715	0.1058129281
716	0.1057654058
717	0.1057159874
718	0.1056784036
719	0.1056347732
720	0.1055952392
721	0.1055435607
722	0.1054999949
723	0.1054618854
724	0.105413995
725	0.1053722047
726	0.1053360655
727	0.1052958667
728	0.1052456498
729	0.1051982019
730	0.1051566319
731	0.1051146325
732	0.1050847691
733	0.1050425005
734	0.1050148566
735	0.104989017
736	0.1049459815
737	0.1049058486
738	0.1048633629
739	0.104826774
740	0.1047830054
741	0.1047423282
742	0.1047127151
743	0.1046793528
744	0.1046407283
745	0.1046031534
746	0.1045649129
747	0.1045303899
748	0.1044872157
749	0.1044527408
750	0.1044177966
751	0.1043714761
752	0.1043335035
753	0.104299169
754	0.1042705796
755	0.1042231312
756	0.104182624
757	0.1041531201
758	0.1041221986
759	0.1040869298
760	0.1040433741
761	0.1040084621
762	0.1039711029
763	0.1039240031
764	0.1038837042
765	0.1038371348
766	0.1038043872
767	0.1037576088
768	0.1037143795
769	0.1036752625
770	0.1036487315
771	0.1036041529
772	0.1035650738
773	0.103522766
774	0.1034949627
775	0.1034511939
776	0.1034071984
777	0.1033679784
778	0.1033414058
779	0.1033065858
780	0.1032739951
781	0.1032433627
782	0.1032012367
783	0.1031728398
784	0.1031256864
785	0.1030983837
786	0.1030597566
787	0.1030125095
788	0.1029708146
789	0.1029380429
790	0.1028804148
791	0.1028389577
792	0.1028015481
793	0.1027730043
794	0.102747371
795	0.1026978592
796	0.1026639866
797	0.1026246597
798	0.1025918432
799	0.1025566855
800	0.1025247628
801	0.1024949431
802	0.1024566746
803	0.1024259448
804	0.1024004856
805	0.102361548
806	0.1023253885
807	0.102298243
808	0.102255271
809	0.1022237378
810	0.1021823259
811	0.1021487814
812	0.1021199127
813	0.1020771271
814	0.102040599
815	0.1020077488
816	0.1019709127
817	0.1019381578
818	0.10191478
819	0.1018730498
820	0.1018269964
821	0.1017919855
822	0.1017631805
823	0.1017331524
824	0.1017062191
825	0.1016606903
826	0.1016223931
827	0.1015925903
828	0.1015551685
829	0.1015131015
830	0.1014839921
831	0.1014543452
832	0.1014205348
833	0.101388173
834	0.1013573474
835	0.1013249762
836	0.1012896668
837	0.1012553821
838	0.1012279463
839	0.1012000335
840	0.1011750007
841	0.1011441473
842	0.1011040903
843	0.1010626739
844	0.1010400533
845	0.1010088693
846	0.1009729947
847	0.1009434065
848	0.1009184553
849	0.1008848586
850	0.1008490353
851	0.1008175164
852	0.1007898286
853	0.1007535424
854	0.1007382688
855	0.1007000356
856	0.1006547101
857	0.1006192802
858	0.100582848
859	0.1005364419
860	0.1005169008
861	0.1004761113
862	0.1004563471
863	0.1004206901
864	0.1003854354
865	0.1003560568
866	0.1003095111
867	0.1002757801
868	0.100253395
869	0.100225256
870	0.1002013548
871	0.1001566151
872	0.1001187382
873	0.1000940087
874	0.100055814
875	0.1000221924
876	0.1000033683
877	0.0999754083
878	0.09994686239
879	0.09991484257
880	0.09989195777
881	0.09985155281
882	0.099820233
883	0.09979328495
884	0.09976521117
885	0.09972939681
886	0.0996961479
887	0.09966117314
888	0.09962527908
889	0.09959815953
890	0.09957343711
891	0.09953747805
892	0.09951757161
893	0.09949179971
894	0.09946940819
895	0.09944672485
896	0.09942256995
897	0.09938954631
898	0.09936098964
899	0.09932258409
900	0.09928739489
901	0.09925269501
902	0.09923265838
903	0.09919533201
904	0.099166959
905	0.09912858216
906	0.09912111234
907	0.09909031615
908	0.09906461765
909	0.09904579928
910	0.09900830276
911	0.09898934938
912	0.09895855781
913	0.09893430851
914	0.09891322594
915	0.09890426276
916	0.09887529428
917	0.09884422788
918	0.09882644731
919	0.09880608932
920	0.09877533193
921	0.09875049424
922	0.09874231748
923	0.09871344522
924	0.09869156797
925	0.09865480755
926	0.09863046435
927	0.09860053156
928	0.0985836679
929	0.0985407945
930	0.09851549096
931	0.09849274272
932	0.09846572588
933	0.0984347605
934	0.09841730086
935	0.09839463893
936	0.09837755561
937	0.09835550791
938	0.09834515476
939	0.09831566539
940	0.0982905438
941	0.09825629271
942	0.09821880116
943	0.09818018377
944	0.09817379802
945	0.09814603255
946	0.09812266545
947	0.09811254178
948	0.09807645965
949	0.09804006972
950	0.09801277109
951	0.0979912784
952	0.09796860599
953	0.09794133024
954	0.09793444037
955	0.0979017997
956	0.09786861343
957	0.09785757225
958	0.09784018368
959	0.0978227703
960	0.09781623592
961	0.09778684993
962	0.09775897296
963	0.09773713608
964	0.09771127271
965	0.09768705851
966	0.0976809335
967	0.09767452627
968	0.09766436335
969	0.09763315021
970	0.0976191452
971	0.09759141953
972	0.09758511094
973	0.09755906568
974	0.09755105712
975	0.0975405007
976	0.09750895287
977	0.09748047014
978	0.09747424672
979	0.09746711472
980	0.09745037821
981	0.09744331525
982	0.09742879399
983	0.09738640281
984	0.09738062935
985	0.09736714843
986	0.09736142916
987	0.09732127335
988	0.0972941247
989	0.09728844731
990	0.09728281297
991	0.09725398159
992	0.09722579257
993	0.09721946387
994	0.09721353885
995	0.09719707353
996	0.09716828858
997	0.09715318932
998	0.09711885814
999	0.09711204421
1000	0.0971065512
1001	0.09707692847
1002	0.09707147801
1003	0.0970657038
1004	0.09704076284
1005	0.09700538263
1006	0.09696452336
1007	0.09693724186
1008	0.09690921541
1009	0.09690251859
1010	0.09686422139
1011	0.09683551766
1012	0.0968042058
1013	0.09678855362
1014	0.09675619999
1015	0.09672060136
1016	0.09671493209
1017	0.09668556323
1018	0.09665604185
1019	0.0966521299
1020	0.09661936937
1021	0.09658974851
1022	0.09656245968
1023	0.09654636177
1024	0.09651979079
1025	0.09651459216
1026	0.09648811373
1027	0.09646475092
1028	0.09644077206
1029	0.0964094547
1030	0.09637290618
1031	0.09633824954
1032	0.09630704876
1033	0.09627693812
1034	0.09623562564
1035	0.09623051991
1036	0.09619634155
1037	0.09617456799
1038	0.09613878922
1039	0.09609759519
1040	0.09607228319
1041	0.09606720432
1042	0.09603427053
1043	0.09601855483
1044	0.09599544713
1045	0.09596761734
1046	0.09594109336
1047	0.09592831613
1048	0.09592328673
1049	0.095910952
1050	0.09590557541
1051	0.09587307701
1052	0.09583450288
1053	0.09580607349
1054	0.09580114227
1055	0.09577040834
1056	0.09574380472
1057	0.09571358868
1058	0.09569058959
1059	0.09566642606
1060	0.09565292543
1061	0.0956171545
1062	0.09559436867
1063	0.09556674412
1064	0.09552964064
1065	0.09551107151
1066	0.09547357317
1067	0.09545861601
1068	0.09543492559
1069	0.09540769987
1070	0.09540250909
1071	0.09538533222
1072	0.09536780428
1073	0.09534639872
1074	0.09532148497
1075	0.09529000371
1076	0.09528488257
1077	0.09525051912
1078	0.09521437437
1079	0.09517610344
1080	0.09515892746
1081	0.0951357966
1082	0.09511884353
1083	0.09508780432
1084	0.0950613727
1085	0.09503405797
1086	0.09501805901
1087	0.09499402683
1088	0.09496668864
1089	0.09493452383
1090	0.09490734678
1091	0.09490231169
1092	0.09489771557
1093	0.0948607017
1094	0.09485573383
1095	0.09482919249
1096	0.09482428117
1097	0.0947874777
1098	0.09475841368
1099	0.09472879563
1100	0.09470951716
1101	0.09469373497
1102	0.09466457209
1103	0.09465968783
1104	0.09462385856
1105	0.0946022306
1106	0.09457533894
1107	0.09454796355
1108	0.09451907343
1109	0.09449124897
1110	0.09446078605
1111	0.09442765251
1112	0.09440414896
1113	0.09437806151
1114	0.09436168586
1115	0.0943319005
1116	0.0943009488
1117	0.09427098889
1118	0.09425308745
1119	0.09422848972
1120	0.09419544407
1121	0.0941715243
1122	0.09414729761
1123	0.09414253347
1124	0.09410867143
1125	0.09408420578
1126	0.09404901215
1127	0.09401361173
1128	0.09399389443
1129	0.09396062736
1130	0.09393467534
1131	0.09391416358
1132	0.09389923842
1133	0.09388312865
1134	0.09386058619
1135	0.0938490735
1136	0.09382152258
1137	0.09379768295
1138	0.09378057124
1139	0.09376002197
1140	0.09373162039
1141	0.09370513778
1142	0.09367788197
1143	0.0936634236
1144	0.09363037651
1145	0.09361271683
1146	0.09360703641
1147	0.09357228024
1148	0.09355477149
1149	0.09353608928
1150	0.09350677784
1151	0.09348889071
1152	0.09346440454
1153	0.09345275805
1154	0.09341818531
1155	0.09339083562
1156	0.09338001905
1157	0.09335800856
1158	0.09333472805
1159	0.09332916666
1160	0.09329771099
1161	0.0932725643
1162	0.0932624672
1163	0.09322860291
1164	0.09319460466
1165	0.09316365515
1166	0.0931483325
1167	0.09312166628
1168	0.09309801881
1169	0.09307271675
1170	0.09305575511
1171	0.09302328852
1172	0.09300633318
1173	0.09296848406
1174	0.09294980158
1175	0.09292488559
1176	0.092908166
1177	0.09289520106
1178	0.0928658459
1179	0.09286177017
1180	0.09284323431
1181	0.09281630632
1182	0.09278674561
1183	0.09275376752
1184	0.09272803754
1185	0.09269967784
1186	0.0926711105
1187	0.09263797096
1188	0.09261030381
1189	0.09256309738
1190	0.09254264813
1191	0.09251867324
1192	0.09247230247
1193	0.09245171572
1194	0.09243537985
1195	0.0924064508
1196	0.09239605312
1197	0.09236994391
1198	0.09234570314
1199	0.09231814154
1200	0.09229224993
1201	0.09227078673
1202	0.09225375636
1203	0.09223549008
1204	0.09221420079
1205	0.09218797049
1206	0.09215476199
1207	0.09213547923
1208	0.09211082055
1209	0.09208385573
1210	0.09206447698
1211	0.0920402616
1212	0.09201748621
1213	0.09200252056
1214	0.09198233665
1215	0.09196330928
1216	0.0919382104
1217	0.0919185344
1218	0.09191438796
1219	0.0918688627
1220	0.09185997874
1221	0.09183250742
1222	0.09180716592
1223	0.0917832458
1224	0.09175766082
1225	0.09174002584
1226	0.0917144686
1227	0.09169438467
1228	0.09166255831
1229	0.09164408409
1230	0.09162836864
1231	0.09161108309
1232	0.0915848622
1233	0.09156920495
1234	0.09155378671
1235	0.09152839007
1236	0.09150009726
1237	0.09149597099
1238	0.09146093333
1239	0.09143764297
1240	0.09140585771
1241	0.09137983915
1242	0.09135154396
1243	0.09132648981
1244	0.0913022404
1245	0.09127119507
1246	0.09126713211
1247	0.09126309894
1248	0.09124603067
1249	0.09121450246
1250	0.09119070436
1251	0.09118179833
1252	0.09115777622
1253	0.09113920333
1254	0.0911301101
1255	0.09110560617
1256	0.09108512479
1257	0.09108113943
1258	0.0910508112
1259	0.09102487111
1260	0.09100872729
1261	0.09097825438
1262	0.09094906054
1263	0.09093225877
1264	0.09092639833
1265	0.09089597529
1266	0.09089204462
1267	0.09086684505
1268	0.09086294198
1269	0.09083866826
1270	0.09080575615
1271	0.09078676518
1272	0.09077487544
1273	0.09076864723
1274	0.09074434426
1275	0.09071975363
1276	0.0907043642
1277	0.09068209252
1278	0.09066223132
1279	0.09065661189
1280	0.0906273473
1281	0.09061210225
1282	0.09059209103
1283	0.0905733441
1284	0.09055551665
1285	0.09053461997
1286	0.09053078581
1287	0.09050815052
1288	0.09048120973
1289	0.09045971472
1290	0.09043778887
1291	0.09040958095
1292	0.09037610206
1293	0.09035337647
1294	0.09032403093
1295	0.09030189517
1296	0.09028413947
1297	0.09026144136
1298	0.09025764861
1299	0.0902365784
1300	0.09022233704
1301	0.09020049062
1302	0.09019330765
1303	0.09018826675
1304	0.0901686734
1305	0.09015288583
1306	0.09012411894
1307	0.09011822481
1308	0.09009399836
1309	0.09007544604
1310	0.09007048453
1311	0.09006678686
1312	0.09006090334
1313	0.09005653339
1314	0.09003719458
1315	0.09000916068
1316	0.08998803544
1317	0.08996682455
1318	0.08994816717
1319	0.08994245057
1320	0.08992747949
1321	0.08992316132
1322	0.08989808908
1323	0.08987666751
1324	0.08985468876
1325	0.08983981339
1326	0.08980987657
1327	0.08980509786
1328	0.08977959163
1329	0.08976479629
1330	0.08974295707
1331	0.08973220756
1332	0.08972862921
1333	0.08970772741
1334	0.08967973263
1335	0.08965913112
1336	0.08963686801
1337	0.0896213872
1338	0.0895942605
1339	0.08957264079
1340	0.08955217672
1341	0.0895234914
1342	0.08950034058
1343	0.08948022178
1344	0.08945196514
1345	0.0894243099
1346	0.08939891998
1347	0.08937831746
1348	0.08936075363
1349	0.08933974748
1350	0.08931160287
1351	0.08926779336
1352	0.08924880806
1353	0.089226784
1354	0.08920453069
1355	0.08920103242
1356	0.0891871141
1357	0.08915871651
1358	0.08912995931
1359	0.08910622731
1360	0.0890873165
1361	0.08905878715
1362	0.08903678088
1363	0.08902277691
1364	0.08899549667
1365	0.088968441
1366	0.0889487069
1367	0.08892303277
1368	0.0889089715
1369	0.0888621477
1370	0.08884270374
1371	0.08882478504
1372	0.08882014402
1373	0.08880191097
1374	0.08878191557
1375	0.08876864662
1376	0.08875066057
1377	0.08873109716
1378	0.08872708633
1379	0.08870045293
1380	0.08868594768
1381	0.08867200426
1382	0.08865335486
1383	0.08863523739
1384	0.08861634679
1385	0.08861120156
1386	0.0885961456
1387	0.08857408567
1388	0.08855294947
1389	0.08853503678
1390	0.08850794649
1391	0.08849198246
1392	0.08847091494
1393	0.08844842175
1394	0.08842704695
1395	0.08840893382
1396	0.08839294982
1397	0.08837763232
1398	0.08835111006
1399	0.08833056426
1400	0.08830333
1401	0.08829880272
1402	0.08827815804
1403	0.08825816476
1404	0.08824037922
1405	0.08823696032
1406	0.08821445224
1407	0.0881906143
1408	0.08817430429
1409	0.08815068377
1410	0.08814558307
1411	0.08811407457
1412	0.08809440149
1413	0.08809056053
1414	0.08808719739
1415	0.08807043528
1416	0.08804917509
1417	0.08803270001
1418	0.0880102147
1419	0.08799131771
1420	0.08797396944
1421	0.08795255374
1422	0.08794815612
1423	0.08792559545
1424	0.08791121333
1425	0.08788890679
1426	0.0878747792
1427	0.08787041701
1428	0.08784452296
1429	0.08782398499
1430	0.08780450747
1431	0.08778366891
1432	0.08776322337
1433	0.08774755012
1434	0.08772565693
1435	0.08772133217
1436	0.08769919644
1437	0.08768208345
1438	0.08766810468
1439	0.08765119406
1440	0.08763181174
1441	0.08761170086
1442	0.08759144677
1443	0.08756523963
1444	0.08755225814
1445	0.08752625174
1446	0.08750134877
1447	0.08749068424
1448	0.08746189996
1449	0.08744280847
1450	0.08740720814
1451	0.08740295051
1452	0.08738317271
1453	0.08736138242
1454	0.08734334801
1455	0.08734072727
1456	0.08732532125
1457	0.08731071471
1458	0.08729286113
1459	0.08728800986
1460	0.08727596698
1461	0.08725345646
1462	0.08722767934
1463	0.08722286222
1464	0.0872086409
1465	0.08719299681
1466	0.08718498109
1467	0.08715880902
1468	0.08714218247
1469	0.08713959363
1470	0.08711859533
1471	0.08709506214
1472	0.08706951545
1473	0.08705182373
1474	0.08703709209
1475	0.08701547405
1476	0.086986904
1477	0.08696343797
1478	0.08693819964
1479	0.08692433779
1480	0.08690687279
1481	0.0869021432
1482	0.08687515302
1483	0.08687231184
1484	0.08685626865
1485	0.08683315724
1486	0.08681110666
1487	0.08678779674
1488	0.08676941172
1489	0.08674497888
1490	0.08673719963
1491	0.08672141655
1492	0.086707091
1493	0.08667674843
1494	0.0866741981
1495	0.08665035464
1496	0.0866460331
1497	0.08664180389
1498	0.08661972426
1499	0.08661011226
1500	0.08658200338
1501	0.08656045553
1502	0.08653815408
1503	0.08651525044
1504	0.0865027645
1505	0.08648241849
1506	0.0864796272
1507	0.08646912705
