iter	RMSE
177	8.852695584
178	8.852209943
179	8.851913071
180	8.851542488
181	8.851061772
182	8.850690747
183	8.850349199
184	8.84982893
185	8.84951444
186	8.849050878
187	8.848683278
188	8.848140177
189	8.847745231
190	8.847605957
191	8.846812358
192	8.846459091
193	8.846132242
194	8.845809143
195	8.845433945
196	8.844849737
197	8.844215683
198	8.843677126
199	8.843211586
200	8.842993073
201	8.842711279
202	8.842247096
203	8.841631612
204	8.840966628
205	8.840558476
206	8.840189417
207	8.839879713
208	8.839510351
209	8.839242968
210	8.838769738
211	8.838766485
212	8.838489636
213	8.838088446
214	8.837698553
215	8.837196544
216	8.836855352
217	8.836381324
218	8.836003574
219	8.835590338
220	8.835153418
221	8.834736484
222	8.834733195
223	8.834385702
224	8.834129464
225	8.83410075
226	8.83378661
227	8.833510787
228	8.833507396
229	8.83330142
230	8.833246096
231	8.832718154
232	8.832457
233	8.832222874
234	8.831851553
235	8.8313987
236	8.831025384
237	8.830870948
238	8.830657916
239	8.830639132
240	8.830260223
241	8.830190992
242	8.829856264
243	8.829517149
244	8.829279232
245	8.829278677
246	8.828936475
247	8.828605716
248	8.828203421
249	8.827868189
250	8.827588496
251	8.827262434
252	8.826997608
253	8.826810843
254	8.826808668
255	8.826500039
256	8.826248495
257	8.826067546
258	8.825864866
259	8.825673611
260	8.82560677
261	8.825244518
262	8.824916401
263	8.824705781
264	8.824488705
265	8.824188075
266	8.824018574
267	8.823762129
268	8.823437025
269	8.823288174
270	8.823022309
271	8.822872134
272	8.822745281
273	8.822740444
274	8.822604697
275	8.822541099
276	8.82230103
277	8.822025896
278	8.821749904
279	8.821642253
280	8.821466346
281	8.821036795
282	8.820753937
283	8.820387225
284	8.820278639
285	8.819904712
286	8.819543539
287	8.819219226
288	8.819065402
289	8.818899779
290	8.818654843
291	8.818354582
292	8.81830338
293	8.818075792
294	8.817879482
295	8.817613695
296	8.817339127
297	8.817073731
298	8.817048341
299	8.816737022
300	8.816515588
301	8.816301336
302	8.815964871
303	8.81564159
304	8.815433115
305	8.81538734
306	8.815093539
307	8.814920159
308	8.814892995
309	8.814770411
310	8.814315762
311	8.814060799
312	8.813927177
313	8.813840057
314	8.813623847
315	8.813399911
316	8.813113596
317	8.813051212
318	8.812861558
319	8.812745365
320	8.812598694
321	8.812336484
322	8.812144031
323	8.811897701
324	8.811631046
325	8.811296903
326	8.811241079
327	8.811170093
328	8.810899697
329	8.810723062
330	8.810686736
331	8.810613467
332	8.810383397
333	8.810165792
334	8.809950542
335	8.809776629
336	8.809559651
337	8.809318741
338	8.809224482
339	8.809003358
340	8.808809681
341	8.80862323
342	8.808367827
343	8.808206962
344	8.808031704
345	8.807880093
346	8.807618135
347	8.807420464
348	8.807142992
349	8.806868934
350	8.806744891
351	8.806491334
352	8.806239647
353	8.806134026
354	8.805872609
355	8.805857555
356	8.805828793
357	8.805606901
358	8.805452756
359	8.805424159
360	8.805130662
361	8.804987273
362	8.804794821
363	8.80465083
364	8.804430665
365	8.804413008
366	8.804305833
367	8.804261847
368	8.804234441
369	8.804025661
370	8.803962182
371	8.803893654
372	8.803676207
373	8.803498232
374	8.803367477
375	8.803208527
376	8.803162054
377	8.803091253
378	8.80289876
379	8.802661103
380	8.802350907
381	8.802248242
382	8.802122855
383	8.801977599
384	8.801945099
385	8.801707957
386	8.801546803
387	8.801336243
388	8.801181108
389	8.801104768
390	8.800806018
391	8.800630873
392	8.800405854
393	8.800063327
394	8.799996979
395	8.799778336
396	8.799644698
397	8.799409581
398	8.799282393
399	8.799129543
400	8.799113878
401	8.799038564
402	8.798745295
403	8.79864209
404	8.798479159
405	8.798335132
406	8.79810979
407	8.797834753
408	8.797749662
409	8.797592327
410	8.797516682
411	8.797372293
412	8.79731663
413	8.79715251
414	8.797120974
415	8.796949969
416	8.796730622
417	8.796564725
418	8.796433248
419	8.796317457
420	8.796104737
421	8.796094089
422	8.795946371
423	8.795798245
424	8.795774677
425	8.795739614
426	8.795537102
427	8.79540366
428	8.795236391
429	8.795156846
430	8.794943962
431	8.794723959
432	8.794716526
